image_id,task1_path,task2_path,task1_exists,task2_exists,same_content,error
000730,D:\Biology-AI\data\Task1_Segmentation\images\000730.jpg,D:\Biology-AI\data\Task2_Attributes\images\000730.jpg,True,True,True,
000731,D:\Biology-AI\data\Task1_Segmentation\images\000731.jpg,D:\Biology-AI\data\Task2_Attributes\images\000731.jpg,True,True,True,
000732,D:\Biology-AI\data\Task1_Segmentation\images\000732.jpg,D:\Biology-AI\data\Task2_Attributes\images\000732.jpg,True,True,True,
000733,D:\Biology-AI\data\Task1_Segmentation\images\000733.jpg,D:\Biology-AI\data\Task2_Attributes\images\000733.jpg,True,True,True,
000734,D:\Biology-AI\data\Task1_Segmentation\images\000734.jpg,D:\Biology-AI\data\Task2_Attributes\images\000734.jpg,True,True,True,
000735,D:\Biology-AI\data\Task1_Segmentation\images\000735.jpg,D:\Biology-AI\data\Task2_Attributes\images\000735.jpg,True,True,True,
000736,D:\Biology-AI\data\Task1_Segmentation\images\000736.jpg,D:\Biology-AI\data\Task2_Attributes\images\000736.jpg,True,True,True,
000737,D:\Biology-AI\data\Task1_Segmentation\images\000737.jpg,D:\Biology-AI\data\Task2_Attributes\images\000737.jpg,True,True,True,
000738,D:\Biology-AI\data\Task1_Segmentation\images\000738.jpg,D:\Biology-AI\data\Task2_Attributes\images\000738.jpg,True,True,True,
000739,D:\Biology-AI\data\Task1_Segmentation\images\000739.jpg,D:\Biology-AI\data\Task2_Attributes\images\000739.jpg,True,True,True,
000740,D:\Biology-AI\data\Task1_Segmentation\images\000740.jpg,D:\Biology-AI\data\Task2_Attributes\images\000740.jpg,True,True,True,
000741,D:\Biology-AI\data\Task1_Segmentation\images\000741.jpg,D:\Biology-AI\data\Task2_Attributes\images\000741.jpg,True,True,True,
000742,D:\Biology-AI\data\Task1_Segmentation\images\000742.jpg,D:\Biology-AI\data\Task2_Attributes\images\000742.jpg,True,True,True,
000743,D:\Biology-AI\data\Task1_Segmentation\images\000743.jpg,D:\Biology-AI\data\Task2_Attributes\images\000743.jpg,True,True,True,
000744,D:\Biology-AI\data\Task1_Segmentation\images\000744.jpg,D:\Biology-AI\data\Task2_Attributes\images\000744.jpg,True,True,True,
000745,D:\Biology-AI\data\Task1_Segmentation\images\000745.jpg,D:\Biology-AI\data\Task2_Attributes\images\000745.jpg,True,True,True,
000746,D:\Biology-AI\data\Task1_Segmentation\images\000746.jpg,D:\Biology-AI\data\Task2_Attributes\images\000746.jpg,True,True,True,
000747,D:\Biology-AI\data\Task1_Segmentation\images\000747.jpg,D:\Biology-AI\data\Task2_Attributes\images\000747.jpg,True,True,True,
000748,D:\Biology-AI\data\Task1_Segmentation\images\000748.jpg,D:\Biology-AI\data\Task2_Attributes\images\000748.jpg,True,True,True,
000749,D:\Biology-AI\data\Task1_Segmentation\images\000749.jpg,D:\Biology-AI\data\Task2_Attributes\images\000749.jpg,True,True,True,
000750,D:\Biology-AI\data\Task1_Segmentation\images\000750.jpg,D:\Biology-AI\data\Task2_Attributes\images\000750.jpg,True,True,True,
000751,D:\Biology-AI\data\Task1_Segmentation\images\000751.jpg,D:\Biology-AI\data\Task2_Attributes\images\000751.jpg,True,True,True,
000752,D:\Biology-AI\data\Task1_Segmentation\images\000752.jpg,D:\Biology-AI\data\Task2_Attributes\images\000752.jpg,True,True,True,
000753,D:\Biology-AI\data\Task1_Segmentation\images\000753.jpg,D:\Biology-AI\data\Task2_Attributes\images\000753.jpg,True,True,True,
000754,D:\Biology-AI\data\Task1_Segmentation\images\000754.jpg,D:\Biology-AI\data\Task2_Attributes\images\000754.jpg,True,True,True,
000755,D:\Biology-AI\data\Task1_Segmentation\images\000755.jpg,D:\Biology-AI\data\Task2_Attributes\images\000755.jpg,True,True,True,
000756,D:\Biology-AI\data\Task1_Segmentation\images\000756.jpg,D:\Biology-AI\data\Task2_Attributes\images\000756.jpg,True,True,True,
000757,D:\Biology-AI\data\Task1_Segmentation\images\000757.jpg,D:\Biology-AI\data\Task2_Attributes\images\000757.jpg,True,True,True,
000758,D:\Biology-AI\data\Task1_Segmentation\images\000758.jpg,D:\Biology-AI\data\Task2_Attributes\images\000758.jpg,True,True,True,
000759,D:\Biology-AI\data\Task1_Segmentation\images\000759.jpg,D:\Biology-AI\data\Task2_Attributes\images\000759.jpg,True,True,True,
000760,D:\Biology-AI\data\Task1_Segmentation\images\000760.jpg,D:\Biology-AI\data\Task2_Attributes\images\000760.jpg,True,True,True,
000761,D:\Biology-AI\data\Task1_Segmentation\images\000761.jpg,D:\Biology-AI\data\Task2_Attributes\images\000761.jpg,True,True,True,
000762,D:\Biology-AI\data\Task1_Segmentation\images\000762.jpg,D:\Biology-AI\data\Task2_Attributes\images\000762.jpg,True,True,True,
000763,D:\Biology-AI\data\Task1_Segmentation\images\000763.jpg,D:\Biology-AI\data\Task2_Attributes\images\000763.jpg,True,True,True,
000764,D:\Biology-AI\data\Task1_Segmentation\images\000764.jpg,D:\Biology-AI\data\Task2_Attributes\images\000764.jpg,True,True,True,
000765,D:\Biology-AI\data\Task1_Segmentation\images\000765.jpg,D:\Biology-AI\data\Task2_Attributes\images\000765.jpg,True,True,True,
000766,D:\Biology-AI\data\Task1_Segmentation\images\000766.jpg,D:\Biology-AI\data\Task2_Attributes\images\000766.jpg,True,True,True,
000767,D:\Biology-AI\data\Task1_Segmentation\images\000767.jpg,D:\Biology-AI\data\Task2_Attributes\images\000767.jpg,True,True,True,
000768,D:\Biology-AI\data\Task1_Segmentation\images\000768.jpg,D:\Biology-AI\data\Task2_Attributes\images\000768.jpg,True,True,True,
000769,D:\Biology-AI\data\Task1_Segmentation\images\000769.jpg,D:\Biology-AI\data\Task2_Attributes\images\000769.jpg,True,True,True,
000770,D:\Biology-AI\data\Task1_Segmentation\images\000770.jpg,D:\Biology-AI\data\Task2_Attributes\images\000770.jpg,True,True,True,
000771,D:\Biology-AI\data\Task1_Segmentation\images\000771.jpg,D:\Biology-AI\data\Task2_Attributes\images\000771.jpg,True,True,True,
000772,D:\Biology-AI\data\Task1_Segmentation\images\000772.jpg,D:\Biology-AI\data\Task2_Attributes\images\000772.jpg,True,True,True,
000773,D:\Biology-AI\data\Task1_Segmentation\images\000773.jpg,D:\Biology-AI\data\Task2_Attributes\images\000773.jpg,True,True,True,
000774,D:\Biology-AI\data\Task1_Segmentation\images\000774.jpg,D:\Biology-AI\data\Task2_Attributes\images\000774.jpg,True,True,True,
000775,D:\Biology-AI\data\Task1_Segmentation\images\000775.jpg,D:\Biology-AI\data\Task2_Attributes\images\000775.jpg,True,True,True,
000776,D:\Biology-AI\data\Task1_Segmentation\images\000776.jpg,D:\Biology-AI\data\Task2_Attributes\images\000776.jpg,True,True,True,
000777,D:\Biology-AI\data\Task1_Segmentation\images\000777.jpg,D:\Biology-AI\data\Task2_Attributes\images\000777.jpg,True,True,True,
000778,D:\Biology-AI\data\Task1_Segmentation\images\000778.jpg,D:\Biology-AI\data\Task2_Attributes\images\000778.jpg,True,True,True,
000779,D:\Biology-AI\data\Task1_Segmentation\images\000779.jpg,D:\Biology-AI\data\Task2_Attributes\images\000779.jpg,True,True,True,
000780,D:\Biology-AI\data\Task1_Segmentation\images\000780.jpg,D:\Biology-AI\data\Task2_Attributes\images\000780.jpg,True,True,True,
000781,D:\Biology-AI\data\Task1_Segmentation\images\000781.jpg,D:\Biology-AI\data\Task2_Attributes\images\000781.jpg,True,True,True,
000782,D:\Biology-AI\data\Task1_Segmentation\images\000782.jpg,D:\Biology-AI\data\Task2_Attributes\images\000782.jpg,True,True,True,
000783,D:\Biology-AI\data\Task1_Segmentation\images\000783.jpg,D:\Biology-AI\data\Task2_Attributes\images\000783.jpg,True,True,True,
000784,D:\Biology-AI\data\Task1_Segmentation\images\000784.jpg,D:\Biology-AI\data\Task2_Attributes\images\000784.jpg,True,True,True,
000785,D:\Biology-AI\data\Task1_Segmentation\images\000785.jpg,D:\Biology-AI\data\Task2_Attributes\images\000785.jpg,True,True,True,
000786,D:\Biology-AI\data\Task1_Segmentation\images\000786.jpg,D:\Biology-AI\data\Task2_Attributes\images\000786.jpg,True,True,True,
000787,D:\Biology-AI\data\Task1_Segmentation\images\000787.jpg,D:\Biology-AI\data\Task2_Attributes\images\000787.jpg,True,True,True,
000788,D:\Biology-AI\data\Task1_Segmentation\images\000788.jpg,D:\Biology-AI\data\Task2_Attributes\images\000788.jpg,True,True,True,
000789,D:\Biology-AI\data\Task1_Segmentation\images\000789.jpg,D:\Biology-AI\data\Task2_Attributes\images\000789.jpg,True,True,True,
000790,D:\Biology-AI\data\Task1_Segmentation\images\000790.jpg,D:\Biology-AI\data\Task2_Attributes\images\000790.jpg,True,True,True,
000791,D:\Biology-AI\data\Task1_Segmentation\images\000791.jpg,D:\Biology-AI\data\Task2_Attributes\images\000791.jpg,True,True,True,
000792,D:\Biology-AI\data\Task1_Segmentation\images\000792.jpg,D:\Biology-AI\data\Task2_Attributes\images\000792.jpg,True,True,True,
000793,D:\Biology-AI\data\Task1_Segmentation\images\000793.jpg,D:\Biology-AI\data\Task2_Attributes\images\000793.jpg,True,True,True,
000794,D:\Biology-AI\data\Task1_Segmentation\images\000794.jpg,D:\Biology-AI\data\Task2_Attributes\images\000794.jpg,True,True,True,
000795,D:\Biology-AI\data\Task1_Segmentation\images\000795.jpg,D:\Biology-AI\data\Task2_Attributes\images\000795.jpg,True,True,True,
000796,D:\Biology-AI\data\Task1_Segmentation\images\000796.jpg,D:\Biology-AI\data\Task2_Attributes\images\000796.jpg,True,True,True,
000797,D:\Biology-AI\data\Task1_Segmentation\images\000797.jpg,D:\Biology-AI\data\Task2_Attributes\images\000797.jpg,True,True,True,
000798,D:\Biology-AI\data\Task1_Segmentation\images\000798.jpg,D:\Biology-AI\data\Task2_Attributes\images\000798.jpg,True,True,True,
000799,D:\Biology-AI\data\Task1_Segmentation\images\000799.jpg,D:\Biology-AI\data\Task2_Attributes\images\000799.jpg,True,True,True,
000800,D:\Biology-AI\data\Task1_Segmentation\images\000800.jpg,D:\Biology-AI\data\Task2_Attributes\images\000800.jpg,True,True,True,
000801,D:\Biology-AI\data\Task1_Segmentation\images\000801.jpg,D:\Biology-AI\data\Task2_Attributes\images\000801.jpg,True,True,True,
000802,D:\Biology-AI\data\Task1_Segmentation\images\000802.jpg,D:\Biology-AI\data\Task2_Attributes\images\000802.jpg,True,True,True,
000803,D:\Biology-AI\data\Task1_Segmentation\images\000803.jpg,D:\Biology-AI\data\Task2_Attributes\images\000803.jpg,True,True,True,
000804,D:\Biology-AI\data\Task1_Segmentation\images\000804.jpg,D:\Biology-AI\data\Task2_Attributes\images\000804.jpg,True,True,True,
000805,D:\Biology-AI\data\Task1_Segmentation\images\000805.jpg,D:\Biology-AI\data\Task2_Attributes\images\000805.jpg,True,True,True,
000806,D:\Biology-AI\data\Task1_Segmentation\images\000806.jpg,D:\Biology-AI\data\Task2_Attributes\images\000806.jpg,True,True,True,
000807,D:\Biology-AI\data\Task1_Segmentation\images\000807.jpg,D:\Biology-AI\data\Task2_Attributes\images\000807.jpg,True,True,True,
000808,D:\Biology-AI\data\Task1_Segmentation\images\000808.jpg,D:\Biology-AI\data\Task2_Attributes\images\000808.jpg,True,True,True,
000809,D:\Biology-AI\data\Task1_Segmentation\images\000809.jpg,D:\Biology-AI\data\Task2_Attributes\images\000809.jpg,True,True,True,
000810,D:\Biology-AI\data\Task1_Segmentation\images\000810.jpg,D:\Biology-AI\data\Task2_Attributes\images\000810.jpg,True,True,True,
000811,D:\Biology-AI\data\Task1_Segmentation\images\000811.jpg,D:\Biology-AI\data\Task2_Attributes\images\000811.jpg,True,True,True,
000812,D:\Biology-AI\data\Task1_Segmentation\images\000812.jpg,D:\Biology-AI\data\Task2_Attributes\images\000812.jpg,True,True,True,
000813,D:\Biology-AI\data\Task1_Segmentation\images\000813.jpg,D:\Biology-AI\data\Task2_Attributes\images\000813.jpg,True,True,True,
000814,D:\Biology-AI\data\Task1_Segmentation\images\000814.jpg,D:\Biology-AI\data\Task2_Attributes\images\000814.jpg,True,True,True,
000815,D:\Biology-AI\data\Task1_Segmentation\images\000815.jpg,D:\Biology-AI\data\Task2_Attributes\images\000815.jpg,True,True,True,
000816,D:\Biology-AI\data\Task1_Segmentation\images\000816.jpg,D:\Biology-AI\data\Task2_Attributes\images\000816.jpg,True,True,True,
000817,D:\Biology-AI\data\Task1_Segmentation\images\000817.jpg,D:\Biology-AI\data\Task2_Attributes\images\000817.jpg,True,True,True,
000818,D:\Biology-AI\data\Task1_Segmentation\images\000818.jpg,D:\Biology-AI\data\Task2_Attributes\images\000818.jpg,True,True,True,
000819,D:\Biology-AI\data\Task1_Segmentation\images\000819.jpg,D:\Biology-AI\data\Task2_Attributes\images\000819.jpg,True,True,True,
000820,D:\Biology-AI\data\Task1_Segmentation\images\000820.jpg,D:\Biology-AI\data\Task2_Attributes\images\000820.jpg,True,True,True,
000821,D:\Biology-AI\data\Task1_Segmentation\images\000821.jpg,D:\Biology-AI\data\Task2_Attributes\images\000821.jpg,True,True,True,
000822,D:\Biology-AI\data\Task1_Segmentation\images\000822.jpg,D:\Biology-AI\data\Task2_Attributes\images\000822.jpg,True,True,True,
000823,D:\Biology-AI\data\Task1_Segmentation\images\000823.jpg,D:\Biology-AI\data\Task2_Attributes\images\000823.jpg,True,True,True,
000824,D:\Biology-AI\data\Task1_Segmentation\images\000824.jpg,D:\Biology-AI\data\Task2_Attributes\images\000824.jpg,True,True,True,
000825,D:\Biology-AI\data\Task1_Segmentation\images\000825.jpg,D:\Biology-AI\data\Task2_Attributes\images\000825.jpg,True,True,True,
000826,D:\Biology-AI\data\Task1_Segmentation\images\000826.jpg,D:\Biology-AI\data\Task2_Attributes\images\000826.jpg,True,True,True,
000827,D:\Biology-AI\data\Task1_Segmentation\images\000827.jpg,D:\Biology-AI\data\Task2_Attributes\images\000827.jpg,True,True,True,
000828,D:\Biology-AI\data\Task1_Segmentation\images\000828.jpg,D:\Biology-AI\data\Task2_Attributes\images\000828.jpg,True,True,True,
000829,D:\Biology-AI\data\Task1_Segmentation\images\000829.jpg,D:\Biology-AI\data\Task2_Attributes\images\000829.jpg,True,True,True,
000830,D:\Biology-AI\data\Task1_Segmentation\images\000830.jpg,D:\Biology-AI\data\Task2_Attributes\images\000830.jpg,True,True,True,
000831,D:\Biology-AI\data\Task1_Segmentation\images\000831.jpg,D:\Biology-AI\data\Task2_Attributes\images\000831.jpg,True,True,True,
000832,D:\Biology-AI\data\Task1_Segmentation\images\000832.jpg,D:\Biology-AI\data\Task2_Attributes\images\000832.jpg,True,True,True,
000833,D:\Biology-AI\data\Task1_Segmentation\images\000833.jpg,D:\Biology-AI\data\Task2_Attributes\images\000833.jpg,True,True,True,
000834,D:\Biology-AI\data\Task1_Segmentation\images\000834.jpg,D:\Biology-AI\data\Task2_Attributes\images\000834.jpg,True,True,True,
000835,D:\Biology-AI\data\Task1_Segmentation\images\000835.jpg,D:\Biology-AI\data\Task2_Attributes\images\000835.jpg,True,True,True,
000836,D:\Biology-AI\data\Task1_Segmentation\images\000836.jpg,D:\Biology-AI\data\Task2_Attributes\images\000836.jpg,True,True,True,
000837,D:\Biology-AI\data\Task1_Segmentation\images\000837.jpg,D:\Biology-AI\data\Task2_Attributes\images\000837.jpg,True,True,True,
000838,D:\Biology-AI\data\Task1_Segmentation\images\000838.jpg,D:\Biology-AI\data\Task2_Attributes\images\000838.jpg,True,True,True,
000839,D:\Biology-AI\data\Task1_Segmentation\images\000839.jpg,D:\Biology-AI\data\Task2_Attributes\images\000839.jpg,True,True,True,
000840,D:\Biology-AI\data\Task1_Segmentation\images\000840.jpg,D:\Biology-AI\data\Task2_Attributes\images\000840.jpg,True,True,True,
000841,D:\Biology-AI\data\Task1_Segmentation\images\000841.jpg,D:\Biology-AI\data\Task2_Attributes\images\000841.jpg,True,True,True,
000842,D:\Biology-AI\data\Task1_Segmentation\images\000842.jpg,D:\Biology-AI\data\Task2_Attributes\images\000842.jpg,True,True,True,
000843,D:\Biology-AI\data\Task1_Segmentation\images\000843.jpg,D:\Biology-AI\data\Task2_Attributes\images\000843.jpg,True,True,True,
000844,D:\Biology-AI\data\Task1_Segmentation\images\000844.jpg,D:\Biology-AI\data\Task2_Attributes\images\000844.jpg,True,True,True,
000845,D:\Biology-AI\data\Task1_Segmentation\images\000845.jpg,D:\Biology-AI\data\Task2_Attributes\images\000845.jpg,True,True,True,
000846,D:\Biology-AI\data\Task1_Segmentation\images\000846.jpg,D:\Biology-AI\data\Task2_Attributes\images\000846.jpg,True,True,True,
000847,D:\Biology-AI\data\Task1_Segmentation\images\000847.jpg,D:\Biology-AI\data\Task2_Attributes\images\000847.jpg,True,True,True,
000848,D:\Biology-AI\data\Task1_Segmentation\images\000848.jpg,D:\Biology-AI\data\Task2_Attributes\images\000848.jpg,True,True,True,
000849,D:\Biology-AI\data\Task1_Segmentation\images\000849.jpg,D:\Biology-AI\data\Task2_Attributes\images\000849.jpg,True,True,True,
000850,D:\Biology-AI\data\Task1_Segmentation\images\000850.jpg,D:\Biology-AI\data\Task2_Attributes\images\000850.jpg,True,True,True,
000851,D:\Biology-AI\data\Task1_Segmentation\images\000851.jpg,D:\Biology-AI\data\Task2_Attributes\images\000851.jpg,True,True,True,
000852,D:\Biology-AI\data\Task1_Segmentation\images\000852.jpg,D:\Biology-AI\data\Task2_Attributes\images\000852.jpg,True,True,True,
000853,D:\Biology-AI\data\Task1_Segmentation\images\000853.jpg,D:\Biology-AI\data\Task2_Attributes\images\000853.jpg,True,True,True,
000854,D:\Biology-AI\data\Task1_Segmentation\images\000854.jpg,D:\Biology-AI\data\Task2_Attributes\images\000854.jpg,True,True,True,
000855,D:\Biology-AI\data\Task1_Segmentation\images\000855.jpg,D:\Biology-AI\data\Task2_Attributes\images\000855.jpg,True,True,True,
000856,D:\Biology-AI\data\Task1_Segmentation\images\000856.jpg,D:\Biology-AI\data\Task2_Attributes\images\000856.jpg,True,True,True,
000857,D:\Biology-AI\data\Task1_Segmentation\images\000857.jpg,D:\Biology-AI\data\Task2_Attributes\images\000857.jpg,True,True,True,
000858,D:\Biology-AI\data\Task1_Segmentation\images\000858.jpg,D:\Biology-AI\data\Task2_Attributes\images\000858.jpg,True,True,True,
000859,D:\Biology-AI\data\Task1_Segmentation\images\000859.jpg,D:\Biology-AI\data\Task2_Attributes\images\000859.jpg,True,True,True,
000860,D:\Biology-AI\data\Task1_Segmentation\images\000860.jpg,D:\Biology-AI\data\Task2_Attributes\images\000860.jpg,True,True,True,
000861,D:\Biology-AI\data\Task1_Segmentation\images\000861.jpg,D:\Biology-AI\data\Task2_Attributes\images\000861.jpg,True,True,True,
000862,D:\Biology-AI\data\Task1_Segmentation\images\000862.jpg,D:\Biology-AI\data\Task2_Attributes\images\000862.jpg,True,True,True,
000863,D:\Biology-AI\data\Task1_Segmentation\images\000863.jpg,D:\Biology-AI\data\Task2_Attributes\images\000863.jpg,True,True,True,
000864,D:\Biology-AI\data\Task1_Segmentation\images\000864.jpg,D:\Biology-AI\data\Task2_Attributes\images\000864.jpg,True,True,True,
000865,D:\Biology-AI\data\Task1_Segmentation\images\000865.jpg,D:\Biology-AI\data\Task2_Attributes\images\000865.jpg,True,True,True,
000866,D:\Biology-AI\data\Task1_Segmentation\images\000866.jpg,D:\Biology-AI\data\Task2_Attributes\images\000866.jpg,True,True,True,
000867,D:\Biology-AI\data\Task1_Segmentation\images\000867.jpg,D:\Biology-AI\data\Task2_Attributes\images\000867.jpg,True,True,True,
000868,D:\Biology-AI\data\Task1_Segmentation\images\000868.jpg,D:\Biology-AI\data\Task2_Attributes\images\000868.jpg,True,True,True,
000869,D:\Biology-AI\data\Task1_Segmentation\images\000869.jpg,D:\Biology-AI\data\Task2_Attributes\images\000869.jpg,True,True,True,
000870,D:\Biology-AI\data\Task1_Segmentation\images\000870.jpg,D:\Biology-AI\data\Task2_Attributes\images\000870.jpg,True,True,True,
000871,D:\Biology-AI\data\Task1_Segmentation\images\000871.jpg,D:\Biology-AI\data\Task2_Attributes\images\000871.jpg,True,True,True,
000872,D:\Biology-AI\data\Task1_Segmentation\images\000872.jpg,D:\Biology-AI\data\Task2_Attributes\images\000872.jpg,True,True,True,
000873,D:\Biology-AI\data\Task1_Segmentation\images\000873.jpg,D:\Biology-AI\data\Task2_Attributes\images\000873.jpg,True,True,True,
000874,D:\Biology-AI\data\Task1_Segmentation\images\000874.jpg,D:\Biology-AI\data\Task2_Attributes\images\000874.jpg,True,True,True,
000875,D:\Biology-AI\data\Task1_Segmentation\images\000875.jpg,D:\Biology-AI\data\Task2_Attributes\images\000875.jpg,True,True,True,
000876,D:\Biology-AI\data\Task1_Segmentation\images\000876.jpg,D:\Biology-AI\data\Task2_Attributes\images\000876.jpg,True,True,True,
000877,D:\Biology-AI\data\Task1_Segmentation\images\000877.jpg,D:\Biology-AI\data\Task2_Attributes\images\000877.jpg,True,True,True,
000878,D:\Biology-AI\data\Task1_Segmentation\images\000878.jpg,D:\Biology-AI\data\Task2_Attributes\images\000878.jpg,True,True,True,
000879,D:\Biology-AI\data\Task1_Segmentation\images\000879.jpg,D:\Biology-AI\data\Task2_Attributes\images\000879.jpg,True,True,True,
000880,D:\Biology-AI\data\Task1_Segmentation\images\000880.jpg,D:\Biology-AI\data\Task2_Attributes\images\000880.jpg,True,True,True,
000881,D:\Biology-AI\data\Task1_Segmentation\images\000881.jpg,D:\Biology-AI\data\Task2_Attributes\images\000881.jpg,True,True,True,
000882,D:\Biology-AI\data\Task1_Segmentation\images\000882.jpg,D:\Biology-AI\data\Task2_Attributes\images\000882.jpg,True,True,True,
000883,D:\Biology-AI\data\Task1_Segmentation\images\000883.jpg,D:\Biology-AI\data\Task2_Attributes\images\000883.jpg,True,True,True,
000884,D:\Biology-AI\data\Task1_Segmentation\images\000884.jpg,D:\Biology-AI\data\Task2_Attributes\images\000884.jpg,True,True,True,
000885,D:\Biology-AI\data\Task1_Segmentation\images\000885.jpg,D:\Biology-AI\data\Task2_Attributes\images\000885.jpg,True,True,True,
000886,D:\Biology-AI\data\Task1_Segmentation\images\000886.jpg,D:\Biology-AI\data\Task2_Attributes\images\000886.jpg,True,True,True,
000887,D:\Biology-AI\data\Task1_Segmentation\images\000887.jpg,D:\Biology-AI\data\Task2_Attributes\images\000887.jpg,True,True,True,
000888,D:\Biology-AI\data\Task1_Segmentation\images\000888.jpg,D:\Biology-AI\data\Task2_Attributes\images\000888.jpg,True,True,True,
000889,D:\Biology-AI\data\Task1_Segmentation\images\000889.jpg,D:\Biology-AI\data\Task2_Attributes\images\000889.jpg,True,True,True,
000890,D:\Biology-AI\data\Task1_Segmentation\images\000890.jpg,D:\Biology-AI\data\Task2_Attributes\images\000890.jpg,True,True,True,
000891,D:\Biology-AI\data\Task1_Segmentation\images\000891.jpg,D:\Biology-AI\data\Task2_Attributes\images\000891.jpg,True,True,True,
000892,D:\Biology-AI\data\Task1_Segmentation\images\000892.jpg,D:\Biology-AI\data\Task2_Attributes\images\000892.jpg,True,True,True,
000893,D:\Biology-AI\data\Task1_Segmentation\images\000893.jpg,D:\Biology-AI\data\Task2_Attributes\images\000893.jpg,True,True,True,
000894,D:\Biology-AI\data\Task1_Segmentation\images\000894.jpg,D:\Biology-AI\data\Task2_Attributes\images\000894.jpg,True,True,True,
000895,D:\Biology-AI\data\Task1_Segmentation\images\000895.jpg,D:\Biology-AI\data\Task2_Attributes\images\000895.jpg,True,True,True,
000896,D:\Biology-AI\data\Task1_Segmentation\images\000896.jpg,D:\Biology-AI\data\Task2_Attributes\images\000896.jpg,True,True,True,
000897,D:\Biology-AI\data\Task1_Segmentation\images\000897.jpg,D:\Biology-AI\data\Task2_Attributes\images\000897.jpg,True,True,True,
000898,D:\Biology-AI\data\Task1_Segmentation\images\000898.jpg,D:\Biology-AI\data\Task2_Attributes\images\000898.jpg,True,True,True,
000899,D:\Biology-AI\data\Task1_Segmentation\images\000899.jpg,D:\Biology-AI\data\Task2_Attributes\images\000899.jpg,True,True,True,
000900,D:\Biology-AI\data\Task1_Segmentation\images\000900.jpg,D:\Biology-AI\data\Task2_Attributes\images\000900.jpg,True,True,True,
000901,D:\Biology-AI\data\Task1_Segmentation\images\000901.jpg,D:\Biology-AI\data\Task2_Attributes\images\000901.jpg,True,True,True,
000902,D:\Biology-AI\data\Task1_Segmentation\images\000902.jpg,D:\Biology-AI\data\Task2_Attributes\images\000902.jpg,True,True,True,
000903,D:\Biology-AI\data\Task1_Segmentation\images\000903.jpg,D:\Biology-AI\data\Task2_Attributes\images\000903.jpg,True,True,True,
000904,D:\Biology-AI\data\Task1_Segmentation\images\000904.jpg,D:\Biology-AI\data\Task2_Attributes\images\000904.jpg,True,True,True,
000905,D:\Biology-AI\data\Task1_Segmentation\images\000905.jpg,D:\Biology-AI\data\Task2_Attributes\images\000905.jpg,True,True,True,
000906,D:\Biology-AI\data\Task1_Segmentation\images\000906.jpg,D:\Biology-AI\data\Task2_Attributes\images\000906.jpg,True,True,True,
000907,D:\Biology-AI\data\Task1_Segmentation\images\000907.jpg,D:\Biology-AI\data\Task2_Attributes\images\000907.jpg,True,True,True,
000908,D:\Biology-AI\data\Task1_Segmentation\images\000908.jpg,D:\Biology-AI\data\Task2_Attributes\images\000908.jpg,True,True,True,
000909,D:\Biology-AI\data\Task1_Segmentation\images\000909.jpg,D:\Biology-AI\data\Task2_Attributes\images\000909.jpg,True,True,True,
000910,D:\Biology-AI\data\Task1_Segmentation\images\000910.jpg,D:\Biology-AI\data\Task2_Attributes\images\000910.jpg,True,True,True,
000911,D:\Biology-AI\data\Task1_Segmentation\images\000911.jpg,D:\Biology-AI\data\Task2_Attributes\images\000911.jpg,True,True,True,
000912,D:\Biology-AI\data\Task1_Segmentation\images\000912.jpg,D:\Biology-AI\data\Task2_Attributes\images\000912.jpg,True,True,True,
000913,D:\Biology-AI\data\Task1_Segmentation\images\000913.jpg,D:\Biology-AI\data\Task2_Attributes\images\000913.jpg,True,True,True,
000914,D:\Biology-AI\data\Task1_Segmentation\images\000914.jpg,D:\Biology-AI\data\Task2_Attributes\images\000914.jpg,True,True,True,
000915,D:\Biology-AI\data\Task1_Segmentation\images\000915.jpg,D:\Biology-AI\data\Task2_Attributes\images\000915.jpg,True,True,True,
000916,D:\Biology-AI\data\Task1_Segmentation\images\000916.jpg,D:\Biology-AI\data\Task2_Attributes\images\000916.jpg,True,True,True,
000917,D:\Biology-AI\data\Task1_Segmentation\images\000917.jpg,D:\Biology-AI\data\Task2_Attributes\images\000917.jpg,True,True,True,
000918,D:\Biology-AI\data\Task1_Segmentation\images\000918.jpg,D:\Biology-AI\data\Task2_Attributes\images\000918.jpg,True,True,True,
000919,D:\Biology-AI\data\Task1_Segmentation\images\000919.jpg,D:\Biology-AI\data\Task2_Attributes\images\000919.jpg,True,True,True,
000920,D:\Biology-AI\data\Task1_Segmentation\images\000920.jpg,D:\Biology-AI\data\Task2_Attributes\images\000920.jpg,True,True,True,
000921,D:\Biology-AI\data\Task1_Segmentation\images\000921.jpg,D:\Biology-AI\data\Task2_Attributes\images\000921.jpg,True,True,True,
000922,D:\Biology-AI\data\Task1_Segmentation\images\000922.jpg,D:\Biology-AI\data\Task2_Attributes\images\000922.jpg,True,True,True,
000923,D:\Biology-AI\data\Task1_Segmentation\images\000923.jpg,D:\Biology-AI\data\Task2_Attributes\images\000923.jpg,True,True,True,
000924,D:\Biology-AI\data\Task1_Segmentation\images\000924.jpg,D:\Biology-AI\data\Task2_Attributes\images\000924.jpg,True,True,True,
000925,D:\Biology-AI\data\Task1_Segmentation\images\000925.jpg,D:\Biology-AI\data\Task2_Attributes\images\000925.jpg,True,True,True,
