image_id,attribute,mask_path,readable,width,height,mode,unique_value_count,unique_values,binary_values,foreground_pixels,total_pixels,foreground_ratio,empty_mask,full_mask,connected_components,largest_component_fraction,touches_image_border,error,lesion_attribute_size_match,outside_lesion_pixels,outside_lesion_fraction,status
002524,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002524_attribute_pigment_network.png,True,919,802,L,2,"0,255",True,40524,737038,0.05498223972169684,False,False,3,0.6739463034251307,False,,True,0,0.0,OK
002525,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002525_attribute_pigment_network.png,True,3072,2304,L,1,0,True,0,7077888,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002526,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002526_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,10825,786432,0.013764699300130209,False,False,5,0.27713625866050806,False,,True,0,0.0,OK
002527,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002527_attribute_pigment_network.png,True,2048,1536,L,2,"0,255",True,881457,3145728,0.28020763397216797,False,False,8,0.36175786226667894,True,,True,84,9.529676433450525e-05,OK
002528,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002528_attribute_pigment_network.png,True,640,480,L,2,"0,255",True,45274,307200,0.14737630208333333,False,False,1,1.0,False,,True,1702,0.03759332066970005,OK
002529,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002529_attribute_pigment_network.png,True,4288,2848,L,1,0,True,0,12212224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002530,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002530_attribute_pigment_network.png,True,3072,2304,L,1,0,True,0,7077888,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002531,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002531_attribute_pigment_network.png,True,6708,4439,L,2,"0,255",True,425840,29776812,0.014301060838883625,False,False,2,0.8339611121548,False,,True,0,0.0,OK
002532,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002532_attribute_pigment_network.png,True,2583,2096,L,1,0,True,0,5413968,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002533,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002533_attribute_pigment_network.png,True,2304,1536,L,2,"0,255",True,11101,3538944,0.0031368114330150463,False,False,1,1.0,False,,True,1185,0.10674713989730655,attribute_outside_lesion
002534,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002534_attribute_pigment_network.png,True,4288,2848,L,2,"0,255",True,101047,12212224,0.008274250455936608,False,False,2,0.8545330390808238,False,,True,0,0.0,OK
002535,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002535_attribute_pigment_network.png,True,6648,4419,L,2,"0,255",True,938302,29377512,0.031939464444776675,False,False,5,0.40034445199946284,False,,True,0,0.0,OK
002536,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002536_attribute_pigment_network.png,True,4288,2848,L,2,"0,255",True,358758,12212224,0.029376958693191346,False,False,7,0.2692316268905502,False,,True,62962,0.17549991916556565,attribute_outside_lesion
002537,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002537_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,14523,7077888,0.002051883273654514,False,False,1,1.0,False,,True,0,0.0,OK
002538,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002538_attribute_pigment_network.png,True,640,480,L,2,"0,255",True,40091,307200,0.13050455729166666,False,False,1,1.0,False,,True,2384,0.05946471776707989,attribute_outside_lesion
002539,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002539_attribute_pigment_network.png,True,4288,2848,L,1,0,True,0,12212224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002540,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002540_attribute_pigment_network.png,True,4288,2848,L,1,0,True,0,12212224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002541,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002541_attribute_pigment_network.png,True,3024,2016,L,1,0,True,0,6096384,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002542,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002542_attribute_pigment_network.png,True,3872,2592,L,1,0,True,0,10036224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002543,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002543_attribute_pigment_network.png,True,3008,2000,L,1,0,True,0,6016000,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002544,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002544_attribute_pigment_network.png,True,640,480,L,2,"0,255",True,37300,307200,0.12141927083333333,False,False,1,1.0,False,,True,3053,0.08184986595174262,attribute_outside_lesion
002545,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002545_attribute_pigment_network.png,True,2592,1944,L,1,0,True,0,5038848,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002546,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002546_attribute_pigment_network.png,True,3072,2304,L,1,0,True,0,7077888,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002547,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002547_attribute_pigment_network.png,True,1024,768,L,1,0,True,0,786432,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002548,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002548_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,41936,786432,0.053324381510416664,False,False,1,1.0,False,,True,417,0.009943723769553605,OK
002549,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002549_attribute_pigment_network.png,True,3072,2304,L,1,0,True,0,7077888,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002550,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002550_attribute_pigment_network.png,True,3024,2016,L,1,0,True,0,6096384,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002551,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002551_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,5846,786432,0.007433573404947917,False,False,2,0.7180978446801232,False,,True,0,0.0,OK
002552,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002552_attribute_pigment_network.png,True,2344,1330,L,1,0,True,0,3117520,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002553,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002553_attribute_pigment_network.png,True,1044,986,L,1,0,True,0,1029384,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002554,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002554_attribute_pigment_network.png,True,6708,4439,L,2,"0,255",True,1023201,29776812,0.034362342080139406,False,False,9,0.3516220175703503,False,,True,46784,0.04572317658016362,OK
002555,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002555_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,276341,7077888,0.03904286137333623,False,False,9,0.3772151074216276,False,,True,0,0.0,OK
002556,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002556_attribute_pigment_network.png,True,640,480,L,2,"0,255",True,19984,307200,0.06505208333333333,False,False,6,0.38826060848678945,False,,True,108,0.005404323458767014,OK
002557,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002557_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,28118,786432,0.035753885904947914,False,False,5,0.3907817056689665,False,,True,0,0.0,OK
002558,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002558_attribute_pigment_network.png,True,6668,4439,L,1,0,True,0,29599252,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002559,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002559_attribute_pigment_network.png,True,640,480,L,2,"0,255",True,5898,307200,0.01919921875,False,False,1,1.0,False,,True,0,0.0,OK
002560,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002560_attribute_pigment_network.png,True,1024,768,L,1,0,True,0,786432,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002561,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002561_attribute_pigment_network.png,True,767,576,L,1,0,True,0,441792,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002562,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002562_attribute_pigment_network.png,True,4288,2848,L,2,"0,255",True,83375,12212224,0.006827175787145732,False,False,2,0.848503748125937,False,,True,12608,0.15122038980509744,attribute_outside_lesion
002563,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002563_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,10524,786432,0.0133819580078125,False,False,5,0.5359179019384265,False,,True,0,0.0,OK
002564,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002564_attribute_pigment_network.png,True,3008,2000,L,2,"0,255",True,71682,6016000,0.011915226063829788,False,False,1,1.0,False,,True,3552,0.04955218883401691,OK
002565,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002565_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,5866,786432,0.007459004720052083,False,False,3,0.4652233208319127,False,,True,0,0.0,OK
002566,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002566_attribute_pigment_network.png,True,2048,1536,L,1,0,True,0,3145728,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002567,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002567_attribute_pigment_network.png,True,3008,2000,L,2,"0,255",True,122213,6016000,0.020314660904255318,False,False,1,1.0,False,,True,17756,0.1452873262255243,attribute_outside_lesion
002568,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002568_attribute_pigment_network.png,True,4288,2848,L,1,0,True,0,12212224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002569,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002569_attribute_pigment_network.png,True,6648,4419,L,2,"0,255",True,1556663,29377512,0.05298825169401684,False,False,3,0.6054611691804842,False,,True,100866,0.06479629823539199,attribute_outside_lesion
002570,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002570_attribute_pigment_network.png,True,4288,2848,L,2,"0,255",True,33695,12212224,0.0027591206974257924,False,False,1,1.0,False,,True,0,0.0,OK
002571,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002571_attribute_pigment_network.png,True,4288,2848,L,1,0,True,0,12212224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002572,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002572_attribute_pigment_network.png,True,1022,767,L,2,"0,255",True,30263,783874,0.038606969997729224,False,False,7,0.4184978356408816,False,,True,1217,0.040214122856293166,OK
002573,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002573_attribute_pigment_network.png,True,4288,2848,L,1,0,True,0,12212224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002574,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002574_attribute_pigment_network.png,True,767,576,L,2,"0,255",True,1902,441792,0.004305193394176445,False,False,2,0.6919032597266036,False,,True,111,0.0583596214511041,attribute_outside_lesion
002575,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002575_attribute_pigment_network.png,True,6687,4439,L,2,"0,255",True,3076349,29683593,0.10363802656908819,False,False,14,0.46537145167859695,False,,True,777,0.0002525721236439689,OK
002576,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002576_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,3790,786432,0.004819234212239583,False,False,1,1.0,False,,True,0,0.0,OK
002577,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002577_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,93598,786432,0.11901601155598958,False,False,6,0.402059873074211,False,,True,0,0.0,OK
002578,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002578_attribute_pigment_network.png,True,4288,2848,L,1,0,True,0,12212224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002579,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002579_attribute_pigment_network.png,True,3072,2304,L,1,0,True,0,7077888,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002580,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002580_attribute_pigment_network.png,True,3072,2304,L,1,0,True,0,7077888,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002581,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002581_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,533398,7077888,0.07536118118851273,False,False,2,0.9061713767205727,False,,True,45111,0.08457287053944709,attribute_outside_lesion
002582,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002582_attribute_pigment_network.png,True,4288,2848,L,2,"0,255",True,126730,12212224,0.010377307196461513,False,False,2,0.8785449380572872,False,,True,1200,0.009468949735658486,OK
002583,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002583_attribute_pigment_network.png,True,1024,768,L,1,0,True,0,786432,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002584,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002584_attribute_pigment_network.png,True,919,802,L,2,"0,255",True,1620,737038,0.002197987078006833,False,False,1,1.0,False,,True,0,0.0,OK
002585,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002585_attribute_pigment_network.png,True,3872,2592,L,1,0,True,0,10036224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002586,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002586_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,41872,786432,0.053243001302083336,False,False,6,0.7286969812762706,False,,True,0,0.0,OK
002587,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002587_attribute_pigment_network.png,True,4288,2848,L,2,"0,255",True,287966,12212224,0.023580143960674156,False,False,1,1.0,False,,True,587,0.002038435093031816,OK
002588,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002588_attribute_pigment_network.png,True,6681,4422,L,2,"0,255",True,550023,29543382,0.018617469049413502,False,False,2,0.5790630573630557,False,,True,164596,0.2992529403315861,attribute_outside_lesion
002589,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002589_attribute_pigment_network.png,True,2469,2232,L,1,0,True,0,5510808,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002590,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002590_attribute_pigment_network.png,True,3872,2592,L,1,0,True,0,10036224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002591,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002591_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,219337,7077888,0.030989046450014466,False,False,3,0.6599616115840009,False,,True,139752,0.6371565216994852,attribute_outside_lesion
002592,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002592_attribute_pigment_network.png,True,3008,2000,L,2,"0,255",True,128840,6016000,0.02141622340425532,False,False,1,1.0,False,,True,2713,0.02105712511642347,OK
002593,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002593_attribute_pigment_network.png,True,4288,2848,L,1,0,True,0,12212224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002594,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002594_attribute_pigment_network.png,True,4288,2848,L,2,"0,255",True,188178,12212224,0.015408986929817205,False,False,1,1.0,False,,True,207,0.001100022319293435,OK
002595,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002595_attribute_pigment_network.png,True,640,480,L,2,"0,255",True,4664,307200,0.015182291666666667,False,False,4,0.45004288164665524,False,,True,0,0.0,OK
002596,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002596_attribute_pigment_network.png,True,6648,4439,L,2,"0,255",True,11558216,29510472,0.39166489780305785,False,False,2,0.9981282578557106,True,,True,42499,0.003676951529544006,OK
002597,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002597_attribute_pigment_network.png,True,1024,768,L,1,0,True,0,786432,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002598,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002598_attribute_pigment_network.png,True,2441,1565,L,1,0,True,0,3820165,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002599,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002599_attribute_pigment_network.png,True,640,480,L,2,"0,255",True,7103,307200,0.023121744791666666,False,False,3,0.7237786850626495,False,,True,1024,0.1441644375615937,attribute_outside_lesion
002600,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002600_attribute_pigment_network.png,True,640,480,L,2,"0,255",True,14819,307200,0.04823893229166667,False,False,1,1.0,False,,True,2764,0.18651730886024698,attribute_outside_lesion
002601,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002601_attribute_pigment_network.png,True,3008,2000,L,2,"0,255",True,216849,6016000,0.0360453789893617,False,False,1,1.0,False,,True,2506,0.01155642866695258,OK
002602,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002602_attribute_pigment_network.png,True,6648,4439,L,1,0,True,0,29510472,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002603,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002603_attribute_pigment_network.png,True,3024,2016,L,2,"0,255",True,7209,6096384,0.0011825042517006803,False,False,1,1.0,False,,True,0,0.0,OK
002604,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002604_attribute_pigment_network.png,True,2664,2124,L,2,"0,255",True,965945,5658336,0.17071184885450422,False,False,5,0.7587968259062369,False,,True,12814,0.013265765649182925,OK
002605,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002605_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,160578,7077888,0.022687276204427082,False,False,3,0.7694765160856406,False,,True,0,0.0,OK
002606,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002606_attribute_pigment_network.png,True,640,480,L,2,"0,255",True,34973,307200,0.11384440104166667,False,False,4,0.4448860549566809,False,,True,284,0.00812055013867841,OK
002607,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002607_attribute_pigment_network.png,True,6601,4380,L,1,0,True,0,28912380,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002608,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002608_attribute_pigment_network.png,True,4288,2848,L,2,"0,255",True,152634,12212224,0.012498460558862988,False,False,1,1.0,False,,True,0,0.0,OK
002609,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002609_attribute_pigment_network.png,True,4288,2848,L,2,"0,255",True,177299,12212224,0.014518158199522053,False,False,1,1.0,False,,True,0,0.0,OK
002610,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002610_attribute_pigment_network.png,True,576,768,L,2,"0,255",True,45815,442368,0.10356761791087964,False,False,8,0.679646404016152,False,,True,0,0.0,OK
002611,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002611_attribute_pigment_network.png,True,4288,2848,L,2,"0,255",True,27709,12212224,0.002268956088587959,False,False,1,1.0,False,,True,0,0.0,OK
002612,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002612_attribute_pigment_network.png,True,6628,4399,L,2,"0,255",True,2612185,29156572,0.08959163649279483,False,False,1,1.0,False,,True,0,0.0,OK
002613,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002613_attribute_pigment_network.png,True,767,576,L,2,"0,255",True,25290,441792,0.05724413298565841,False,False,1,1.0,False,,True,339,0.013404507710557532,OK
002614,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002614_attribute_pigment_network.png,True,4288,2848,L,1,0,True,0,12212224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002615,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002615_attribute_pigment_network.png,True,4288,2848,L,2,"0,255",True,116379,12212224,0.009529713834269662,False,False,1,1.0,False,,True,17225,0.14800780209487965,attribute_outside_lesion
002616,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002616_attribute_pigment_network.png,True,767,576,L,2,"0,255",True,125044,441792,0.28303817180935825,False,False,1,1.0,True,,True,3467,0.027726240363392086,OK
002617,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002617_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,36702,7077888,0.005185445149739583,False,False,2,0.5575173015094546,False,,True,0,0.0,OK
002618,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002618_attribute_pigment_network.png,True,4288,2848,L,2,"0,255",True,416147,12212224,0.03407626653425289,False,False,9,0.2527111813854239,False,,True,105221,0.25284574921842523,attribute_outside_lesion
002619,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002619_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,117864,786432,0.149871826171875,False,False,2,0.5073389669449535,False,,True,0,0.0,OK
002620,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002620_attribute_pigment_network.png,True,962,723,L,2,"0,255",True,57957,695526,0.08332830117062483,False,False,1,1.0,False,,True,2584,0.04458477837017099,OK
002621,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002621_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,70800,786432,0.09002685546875,False,False,1,1.0,False,,True,185,0.0026129943502824857,OK
002622,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002622_attribute_pigment_network.png,True,3008,2000,L,1,0,True,0,6016000,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002623,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002623_attribute_pigment_network.png,True,3008,2000,L,1,0,True,0,6016000,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002624,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002624_attribute_pigment_network.png,True,4288,2848,L,1,0,True,0,12212224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002625,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002625_attribute_pigment_network.png,True,4288,2848,L,2,"0,255",True,291723,12212224,0.023887786532575884,False,False,3,0.42483108976666223,False,,True,112608,0.38601001635112764,attribute_outside_lesion
002626,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002626_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,319418,786432,0.40616099039713544,False,False,1,1.0,True,,True,293,0.0009172933272389158,OK
002627,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002627_attribute_pigment_network.png,True,6642,4441,L,2,"0,255",True,330938,29497122,0.011219331838543435,False,False,4,0.3587227819108111,False,,True,58,0.00017525941415008248,OK
002628,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002628_attribute_pigment_network.png,True,1504,1129,L,2,"0,255",True,105113,1698016,0.0619034214047453,False,False,4,0.3972201345218955,False,,True,11276,0.10727502782719549,attribute_outside_lesion
002629,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002629_attribute_pigment_network.png,True,919,802,L,2,"0,255",True,153069,737038,0.20768128644656042,False,False,1,1.0,False,,True,0,0.0,OK
002630,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002630_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,576675,7077888,0.08147557576497395,False,False,2,0.8210586552217454,False,,True,51507,0.08931720639875146,attribute_outside_lesion
002631,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002631_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,29348,786432,0.037317911783854164,False,False,4,0.4089205397301349,False,,True,0,0.0,OK
002632,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002632_attribute_pigment_network.png,True,640,480,L,1,0,True,0,307200,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002633,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002633_attribute_pigment_network.png,True,3008,2000,L,1,0,True,0,6016000,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002634,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002634_attribute_pigment_network.png,True,3072,2304,L,1,0,True,0,7077888,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002635,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002635_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,41341,786432,0.05256779988606771,False,False,1,1.0,False,,True,0,0.0,OK
002636,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002636_attribute_pigment_network.png,True,1062,701,L,2,"0,255",True,465005,744462,0.624618852271842,False,False,1,1.0,True,,True,3448,0.007414974032537285,OK
002637,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002637_attribute_pigment_network.png,True,1024,768,L,1,0,True,0,786432,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002638,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002638_attribute_pigment_network.png,True,3024,2016,L,1,0,True,0,6096384,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002639,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002639_attribute_pigment_network.png,True,2048,1536,L,2,"0,255",True,42456,3145728,0.01349639892578125,False,False,1,1.0,False,,True,0,0.0,OK
002640,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002640_attribute_pigment_network.png,True,1504,1129,L,2,"0,255",True,155597,1698016,0.09163459001564178,False,False,6,0.5593424037738517,False,,True,2210,0.014203358676581169,OK
002641,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002641_attribute_pigment_network.png,True,4288,2848,L,2,"0,255",True,571579,12212224,0.04680384178999664,False,False,2,0.9312833396608343,False,,True,180990,0.31664914211333867,attribute_outside_lesion
002642,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002642_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,415082,7077888,0.058644895200376156,False,False,1,1.0,False,,True,33029,0.07957222910171965,attribute_outside_lesion
002643,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002643_attribute_pigment_network.png,True,3872,2592,L,1,0,True,0,10036224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
002644,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\002644_attribute_pigment_network.png,True,1024,768,L,1,0,True,0,786432,0.0,True,False,0,0.0,False,,True,0,0.0,OK
