dataset,file_path,readable,format,mode,mode_is_rgb,width,height,pixel_min,pixel_max,pixel_mean,pixel_std,all_black,all_white,near_uniform,error
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000977.jpg,True,JPEG,RGB,True,1024,768,0.0,250.0,159.75758361816406,31.596282958984375,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000978.jpg,True,JPEG,RGB,True,3072,2304,0.0,255.0,153.6807403564453,46.220794677734375,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000979.jpg,True,JPEG,RGB,True,3008,2000,11.0,255.0,152.35147094726562,27.347116470336914,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000980.jpg,True,JPEG,RGB,True,640,480,0.0,255.0,119.66456604003906,47.37550354003906,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000981.jpg,True,JPEG,RGB,True,4288,2848,24.0,255.0,168.41366577148438,37.30263137817383,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000982.jpg,True,JPEG,RGB,True,6622,4421,0.0,255.0,146.20513916015625,54.84374237060547,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000983.jpg,True,JPEG,RGB,True,4288,2848,4.0,253.0,138.47372436523438,21.839374542236328,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000984.jpg,True,JPEG,RGB,True,640,480,0.0,255.0,124.81350708007812,55.841426849365234,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000985.jpg,True,JPEG,RGB,True,3072,2304,7.0,207.0,131.1648712158203,34.59384536743164,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000986.jpg,True,JPEG,RGB,True,640,480,0.0,215.0,105.95519256591797,43.88445281982422,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000987.jpg,True,JPEG,RGB,True,640,480,0.0,254.0,155.53268432617188,48.18988037109375,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000988.jpg,True,JPEG,RGB,True,1024,768,0.0,212.0,147.02418518066406,46.02037048339844,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000989.jpg,True,JPEG,RGB,True,4288,2848,0.0,255.0,151.1865997314453,46.27720260620117,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000990.jpg,True,JPEG,RGB,True,919,802,1.0,174.0,141.2987823486328,30.188570022583008,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000991.jpg,True,JPEG,RGB,True,1024,768,2.0,240.0,173.92723083496094,36.001953125,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000992.jpg,True,JPEG,RGB,True,4288,2848,16.0,227.0,124.36116027832031,24.611963272094727,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000993.jpg,True,JPEG,RGB,True,3072,2304,0.0,255.0,137.40576171875,27.274206161499023,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000994.jpg,True,JPEG,RGB,True,3008,2000,11.0,255.0,185.41708374023438,24.369102478027344,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000995.jpg,True,JPEG,RGB,True,2048,1536,0.0,255.0,146.75938415527344,43.11455154418945,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000996.jpg,True,JPEG,RGB,True,1024,768,0.0,237.0,148.29611206054688,30.698740005493164,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000997.jpg,True,JPEG,RGB,True,767,576,0.0,255.0,163.42518615722656,57.946372985839844,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000998.jpg,True,JPEG,RGB,True,6661,4421,0.0,255.0,88.24993896484375,45.4500732421875,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000999.jpg,True,JPEG,RGB,True,4288,2848,5.0,255.0,127.71550750732422,20.34315299987793,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001000.jpg,True,JPEG,RGB,True,3872,2592,11.0,255.0,203.462890625,26.919021606445312,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001001.jpg,True,JPEG,RGB,True,1024,768,25.0,240.0,151.18646240234375,20.0361270904541,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001002.jpg,True,JPEG,RGB,True,4288,2848,22.0,255.0,149.72659301757812,26.026063919067383,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001003.jpg,True,JPEG,RGB,True,3024,2016,0.0,255.0,147.9695281982422,21.389385223388672,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001004.jpg,True,JPEG,RGB,True,1024,768,0.0,237.0,155.21707153320312,29.67437744140625,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001005.jpg,True,JPEG,RGB,True,919,802,17.0,229.0,171.02413940429688,33.449344635009766,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001006.jpg,True,JPEG,RGB,True,3872,2592,47.0,255.0,206.4637908935547,25.875905990600586,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001007.jpg,True,JPEG,RGB,True,3072,2304,0.0,202.0,139.53643798828125,38.19241714477539,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001008.jpg,True,JPEG,RGB,True,6648,4439,0.0,255.0,139.29708862304688,58.98728942871094,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001009.jpg,True,JPEG,RGB,True,1024,768,46.0,215.0,164.4116973876953,22.54884910583496,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001010.jpg,True,JPEG,RGB,True,1024,768,54.0,255.0,198.13839721679688,48.79325866699219,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001011.jpg,True,JPEG,RGB,True,4288,2848,12.0,231.0,139.3931427001953,13.789092063903809,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001012.jpg,True,JPEG,RGB,True,2048,1536,1.0,255.0,136.86781311035156,50.25399398803711,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001013.jpg,True,JPEG,RGB,True,1024,768,43.0,244.0,145.97885131835938,18.390893936157227,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001014.jpg,True,JPEG,RGB,True,3072,2304,20.0,255.0,160.7701416015625,31.766481399536133,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001015.jpg,True,JPEG,RGB,True,3072,2304,0.0,203.0,152.33555603027344,32.54370880126953,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001016.jpg,True,JPEG,RGB,True,3008,2000,3.0,255.0,129.13467407226562,40.34841537475586,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001017.jpg,True,JPEG,RGB,True,3072,2304,0.0,245.0,135.06890869140625,44.4500846862793,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001018.jpg,True,JPEG,RGB,True,2592,1936,8.0,255.0,178.51258850097656,34.6629753112793,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001019.jpg,True,JPEG,RGB,True,3008,2000,0.0,255.0,162.10641479492188,20.4624080657959,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001020.jpg,True,JPEG,RGB,True,2048,1536,13.0,255.0,157.72238159179688,45.97067642211914,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001021.jpg,True,JPEG,RGB,True,4288,2848,7.0,202.0,134.18875122070312,29.416555404663086,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001022.jpg,True,JPEG,RGB,True,4288,2848,17.0,255.0,160.70858764648438,24.852169036865234,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001023.jpg,True,JPEG,RGB,True,1024,768,0.0,255.0,147.69078063964844,38.9713249206543,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001024.jpg,True,JPEG,RGB,True,4288,2848,15.0,255.0,166.72750854492188,24.492889404296875,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001025.jpg,True,JPEG,RGB,True,2098,1340,47.0,240.0,178.07115173339844,29.189882278442383,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001026.jpg,True,JPEG,RGB,True,4288,2848,0.0,255.0,129.41253662109375,36.84477233886719,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001027.jpg,True,JPEG,RGB,True,3872,2592,9.0,255.0,151.34201049804688,21.207014083862305,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001028.jpg,True,JPEG,RGB,True,4288,2848,0.0,255.0,165.90892028808594,40.766357421875,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001029.jpg,True,JPEG,RGB,True,3072,2304,2.0,255.0,134.40350341796875,31.716115951538086,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001030.jpg,True,JPEG,RGB,True,3008,2000,4.0,255.0,165.37486267089844,20.354053497314453,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001031.jpg,True,JPEG,RGB,True,1024,768,25.0,255.0,191.94435119628906,37.150634765625,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001032.jpg,True,JPEG,RGB,True,3072,2304,4.0,198.0,131.2946014404297,38.03988265991211,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001033.jpg,True,JPEG,RGB,True,767,576,0.0,255.0,186.91488647460938,50.559600830078125,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001034.jpg,True,JPEG,RGB,True,3072,2304,0.0,218.0,131.09716796875,43.416542053222656,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001035.jpg,True,JPEG,RGB,True,949,626,35.0,255.0,168.1326904296875,61.44881057739258,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001036.jpg,True,JPEG,RGB,True,4288,2848,28.0,255.0,140.01719665527344,33.11564636230469,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001037.jpg,True,JPEG,RGB,True,3072,2304,0.0,255.0,170.34242248535156,39.06764602661133,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001038.jpg,True,JPEG,RGB,True,3072,2304,0.0,229.0,136.06101989746094,27.611221313476562,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001039.jpg,True,JPEG,RGB,True,640,480,0.0,255.0,186.4705047607422,39.4017448425293,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001040.jpg,True,JPEG,RGB,True,1024,768,0.0,244.0,137.2732696533203,31.529390335083008,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001041.jpg,True,JPEG,RGB,True,6662,4402,0.0,255.0,165.37310791015625,49.032962799072266,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001042.jpg,True,JPEG,RGB,True,6622,4420,0.0,255.0,145.9013214111328,60.72853088378906,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001043.jpg,True,JPEG,RGB,True,6620,4420,0.0,255.0,147.0154571533203,58.807037353515625,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001044.jpg,True,JPEG,RGB,True,1024,768,16.0,229.0,146.68768310546875,26.079458236694336,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001045.jpg,True,JPEG,RGB,True,1504,1129,0.0,255.0,142.55752563476562,55.37946701049805,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001046.jpg,True,JPEG,RGB,True,640,480,0.0,221.0,108.62163543701172,54.26060485839844,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001047.jpg,True,JPEG,RGB,True,3024,2016,9.0,255.0,152.1524658203125,27.175622940063477,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001048.jpg,True,JPEG,RGB,True,1024,768,0.0,232.0,163.49517822265625,24.307151794433594,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001049.jpg,True,JPEG,RGB,True,4288,2848,6.0,241.0,106.06502532958984,24.414749145507812,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001050.jpg,True,JPEG,RGB,True,1024,768,0.0,249.0,203.13186645507812,35.177391052246094,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001051.jpg,True,JPEG,RGB,True,1024,768,0.0,193.0,143.92648315429688,42.376983642578125,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001052.jpg,True,JPEG,RGB,True,919,802,1.0,191.0,158.39669799804688,29.25278091430664,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001053.jpg,True,JPEG,RGB,True,4288,2848,11.0,255.0,143.88253784179688,24.270782470703125,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001054.jpg,True,JPEG,RGB,True,1024,768,37.0,226.0,151.7685546875,26.28631591796875,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001055.jpg,True,JPEG,RGB,True,4288,2848,10.0,252.0,119.61526489257812,24.782394409179688,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001056.jpg,True,JPEG,RGB,True,6641,4420,0.0,255.0,135.5401611328125,59.691165924072266,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001057.jpg,True,JPEG,RGB,True,4288,2848,6.0,219.0,119.53845977783203,23.060596466064453,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001058.jpg,True,JPEG,RGB,True,1024,768,5.0,237.0,166.25344848632812,27.298627853393555,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001059.jpg,True,JPEG,RGB,True,4288,2848,5.0,255.0,128.86195373535156,24.453737258911133,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001060.jpg,True,JPEG,RGB,True,3008,2000,0.0,255.0,149.3311767578125,33.52568817138672,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001061.jpg,True,JPEG,RGB,True,3072,2304,0.0,179.0,130.6048126220703,22.569570541381836,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001062.jpg,True,JPEG,RGB,True,6642,4422,0.0,255.0,90.23075103759766,62.115169525146484,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001063.jpg,True,JPEG,RGB,True,1504,1129,0.0,255.0,153.78514099121094,33.7310676574707,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001064.jpg,True,JPEG,RGB,True,4288,2848,19.0,201.0,123.71607971191406,21.326385498046875,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001065.jpg,True,JPEG,RGB,True,4288,2848,6.0,255.0,124.44622039794922,21.098743438720703,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001066.jpg,True,JPEG,RGB,True,2592,1936,0.0,255.0,168.1030731201172,30.262611389160156,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001067.jpg,True,JPEG,RGB,True,1024,768,29.0,236.0,155.57293701171875,39.21889877319336,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001068.jpg,True,JPEG,RGB,True,4288,2848,19.0,255.0,171.51431274414062,30.796438217163086,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001069.jpg,True,JPEG,RGB,True,3008,2000,14.0,255.0,182.46807861328125,41.51395797729492,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001070.jpg,True,JPEG,RGB,True,3008,2000,0.0,244.0,136.3014373779297,19.55109977722168,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001071.jpg,True,JPEG,RGB,True,4288,2848,18.0,255.0,125.23435974121094,23.802993774414062,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001072.jpg,True,JPEG,RGB,True,3008,2000,21.0,255.0,165.59176635742188,30.98693084716797,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001073.jpg,True,JPEG,RGB,True,2048,1536,0.0,234.0,156.31878662109375,52.94221115112305,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001074.jpg,True,JPEG,RGB,True,6728,4459,0.0,255.0,174.9786376953125,60.20228576660156,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001075.jpg,True,JPEG,RGB,True,1456,1018,1.0,255.0,156.46722412109375,80.11621856689453,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001076.jpg,True,JPEG,RGB,True,2048,1536,0.0,205.0,151.35496520996094,30.10584831237793,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001077.jpg,True,JPEG,RGB,True,3872,2592,9.0,255.0,175.08351135253906,27.843843460083008,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001078.jpg,True,JPEG,RGB,True,3008,2000,6.0,255.0,147.5386505126953,20.23900604248047,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001079.jpg,True,JPEG,RGB,True,3024,2016,0.0,255.0,181.58355712890625,47.097206115722656,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001080.jpg,True,JPEG,RGB,True,3872,2592,4.0,232.0,144.46865844726562,19.681198120117188,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001081.jpg,True,JPEG,RGB,True,3072,2304,24.0,219.0,155.27052307128906,23.659698486328125,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001082.jpg,True,JPEG,RGB,True,4288,2848,5.0,255.0,140.79946899414062,18.14832305908203,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001083.jpg,True,JPEG,RGB,True,3008,2000,10.0,243.0,155.35890197753906,18.993690490722656,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001084.jpg,True,JPEG,RGB,True,4288,2848,10.0,255.0,142.78485107421875,21.49519920349121,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001085.jpg,True,JPEG,RGB,True,4288,2848,16.0,255.0,177.10031127929688,31.580347061157227,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001086.jpg,True,JPEG,RGB,True,2592,1936,8.0,255.0,170.8209686279297,44.89746856689453,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001087.jpg,True,JPEG,RGB,True,6668,4459,0.0,255.0,182.37269592285156,60.67219161987305,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001088.jpg,True,JPEG,RGB,True,3872,2592,2.0,255.0,148.26422119140625,21.149269104003906,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001089.jpg,True,JPEG,RGB,True,640,480,0.0,255.0,149.98538208007812,43.410491943359375,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001090.jpg,True,JPEG,RGB,True,1024,768,0.0,228.0,171.42518615722656,25.492338180541992,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001091.jpg,True,JPEG,RGB,True,640,480,0.0,255.0,181.74635314941406,54.85856628417969,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001092.jpg,True,JPEG,RGB,True,4288,2848,23.0,255.0,137.06199645996094,32.580448150634766,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001093.jpg,True,JPEG,RGB,True,1936,1296,0.0,233.0,131.4705352783203,36.810028076171875,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001094.jpg,True,JPEG,RGB,True,3072,2304,5.0,237.0,140.61436462402344,59.465484619140625,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001095.jpg,True,JPEG,RGB,True,2048,1536,2.0,255.0,137.85472106933594,36.73170471191406,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001096.jpg,True,JPEG,RGB,True,4288,2848,4.0,255.0,118.19140625,23.316877365112305,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001097.jpg,True,JPEG,RGB,True,3072,2304,0.0,255.0,124.63956451416016,55.85482406616211,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001098.jpg,True,JPEG,RGB,True,3024,2016,2.0,255.0,146.23834228515625,32.015869140625,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001099.jpg,True,JPEG,RGB,True,6648,4419,0.0,255.0,143.02989196777344,62.915504455566406,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001100.jpg,True,JPEG,RGB,True,3008,2000,3.0,255.0,169.64837646484375,17.996984481811523,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001101.jpg,True,JPEG,RGB,True,4288,2848,4.0,255.0,171.7714080810547,32.11608123779297,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001102.jpg,True,JPEG,RGB,True,6708,4439,0.0,255.0,138.56520080566406,64.33795928955078,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001103.jpg,True,JPEG,RGB,True,3072,2304,29.0,255.0,135.03616333007812,15.78857707977295,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001104.jpg,True,JPEG,RGB,True,4288,2848,0.0,255.0,96.27014923095703,26.62685775756836,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001105.jpg,True,JPEG,RGB,True,1024,768,22.0,249.0,166.12335205078125,42.26628494262695,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001106.jpg,True,JPEG,RGB,True,2592,1944,33.0,175.0,132.35223388671875,14.410149574279785,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001107.jpg,True,JPEG,RGB,True,4288,2848,14.0,249.0,143.23216247558594,22.097118377685547,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001108.jpg,True,JPEG,RGB,True,1024,768,0.0,255.0,214.35543823242188,24.958589553833008,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001109.jpg,True,JPEG,RGB,True,2304,1536,0.0,255.0,200.9156951904297,24.92978858947754,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001110.jpg,True,JPEG,RGB,True,4288,2848,14.0,254.0,138.80328369140625,28.6511287689209,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001111.jpg,True,JPEG,RGB,True,3072,2304,0.0,255.0,136.62474060058594,48.17532730102539,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001112.jpg,True,JPEG,RGB,True,6668,4419,0.0,255.0,178.95797729492188,39.85483169555664,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001113.jpg,True,JPEG,RGB,True,2592,1944,59.0,255.0,197.1605987548828,22.119670867919922,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001114.jpg,True,JPEG,RGB,True,3872,2592,32.0,255.0,212.27352905273438,20.105133056640625,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001115.jpg,True,JPEG,RGB,True,1024,768,0.0,255.0,209.5275115966797,29.585224151611328,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001116.jpg,True,JPEG,RGB,True,3872,2592,0.0,209.0,129.14218139648438,27.913667678833008,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001117.jpg,True,JPEG,RGB,True,640,480,0.0,255.0,133.53619384765625,65.23548126220703,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001118.jpg,True,JPEG,RGB,True,4288,2848,29.0,245.0,161.79086303710938,14.677278518676758,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001119.jpg,True,JPEG,RGB,True,3024,2016,0.0,255.0,159.5670928955078,19.854780197143555,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001120.jpg,True,JPEG,RGB,True,6602,4361,0.0,255.0,158.76197814941406,42.96344757080078,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001121.jpg,True,JPEG,RGB,True,6661,4421,0.0,255.0,125.1146011352539,67.20437622070312,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001122.jpg,True,JPEG,RGB,True,4288,2848,10.0,255.0,137.17152404785156,20.827312469482422,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001123.jpg,True,JPEG,RGB,True,640,480,0.0,255.0,177.21270751953125,45.092952728271484,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001124.jpg,True,JPEG,RGB,True,1024,768,19.0,233.0,168.52291870117188,20.240039825439453,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001125.jpg,True,JPEG,RGB,True,6688,4459,0.0,255.0,124.60759735107422,67.92047119140625,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001126.jpg,True,JPEG,RGB,True,4288,2848,14.0,255.0,171.55752563476562,33.46949005126953,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001127.jpg,True,JPEG,RGB,True,3008,2000,2.0,255.0,148.7040557861328,36.670745849609375,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001128.jpg,True,JPEG,RGB,True,3024,2016,0.0,255.0,133.6839599609375,46.13087463378906,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001129.jpg,True,JPEG,RGB,True,1024,768,25.0,224.0,160.49069213867188,19.837495803833008,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001130.jpg,True,JPEG,RGB,True,3072,2304,6.0,211.0,144.75289916992188,37.18519973754883,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001131.jpg,True,JPEG,RGB,True,3024,2016,0.0,255.0,156.13986206054688,40.58318328857422,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001132.jpg,True,JPEG,RGB,True,3008,2000,4.0,255.0,131.47491455078125,25.182540893554688,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001133.jpg,True,JPEG,RGB,True,6621,4422,0.0,255.0,141.61961364746094,71.26412963867188,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001134.jpg,True,JPEG,RGB,True,6648,4439,0.0,255.0,147.1144561767578,39.425079345703125,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001135.jpg,True,JPEG,RGB,True,4288,2848,10.0,244.0,148.9627685546875,31.411365509033203,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001136.jpg,True,JPEG,RGB,True,6708,4439,0.0,255.0,173.647705078125,35.260467529296875,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001137.jpg,True,JPEG,RGB,True,1024,768,0.0,253.0,172.09649658203125,43.25138473510742,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\001138.jpg,True,JPEG,RGB,True,1024,768,23.0,249.0,160.1612091064453,40.975948333740234,False,False,False,
