image_id,fold,development_role,duplicate_group_id,duplicate_group_size,image_sha256,task1_lesion_area_ratio,task1_area_bin,task1_empty_mask,task1_full_mask,attribute_count,no_attribute_present,multiple_attributes_present,pigment_network_present,pigment_network_foreground_pixels,pigment_network_area_ratio,negative_network_present,negative_network_foreground_pixels,negative_network_area_ratio,streaks_present,streaks_foreground_pixels,streaks_area_ratio,milia_like_cysts_present,milia_like_cysts_foreground_pixels,milia_like_cysts_area_ratio,globules_present,globules_foreground_pixels,globules_area_ratio,task1_area_bin_0,task1_area_bin_1,task1_area_bin_2,task1_area_bin_3
000377,4,train,image_group_002015,1,bdf8b36de526adeaf5896283e0248fd2d10d4802432219440f1df6e59c664be9,0.42808209898782446,3,0,0,1,0,0,1,5036284,0.17143330585653407,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000378,0,val,image_group_001132,1,6b3454910aac2fcd4681351b728ab0c190087acc649e5bc5b350b659d11e6a76,0.07546742757161458,1,0,0,2,0,1,1,14927,0.018980662027994793,0,0,0.0,1,974,0.0012385050455729167,0,0,0.0,0,0,0.0,0,1,0,0
000379,4,train,image_group_001605,1,96ef1c1128154685e159bd60e9630694b0496f8326c68b1bd8b059c6290adba8,0.02525494127850914,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000380,2,train,image_group_001470,1,8a4f3020f42fa8feea2baf56d3ccc2ee6a7d68a8b99be5c48ddfb5da9ecf1d7a,0.07762245545134103,1,0,0,1,0,0,1,120468,0.030610813645732964,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000381,1,train,image_group_000303,1,1cdbf07a88168b33bba2650fe25304bb436351103f1b6bbbb478a2b651c0d5ab,0.0915082295735677,1,0,0,1,0,0,1,51774,0.06583404541015625,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000382,1,train,image_group_000578,1,365071416d8dac0ceeb4725d0ca0d469ae5c42a1437ab575f5b3d5539d3a8e9b,0.42781050531914894,3,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,7510,0.0012483377659574467,0,0,0.0,0,0,0,1
000383,2,train,image_group_002352,1,df1a2781b44865c1048c49dc18b7f242c374f73cae1e96f2e820791a341b4d13,0.19198297571252892,2,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000384,0,val,image_group_002579,1,f43f9c6f9b2349060f82bafbec4f59283d93e196c843f2eac32a5be4efe7aa89,0.5140606562296549,3,0,0,1,0,0,1,1246789,0.39634354909261066,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000385,2,train,image_group_001971,1,b93ea8e8f59e2f5128c44e7b07766cd0f5b73d6d13d266aecda00df020045809,0.01505934175531915,0,0,0,1,0,0,1,58498,0.00972373670212766,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000386,2,train,image_group_000460,1,2c7cd50066bbae940902fdbe2fad8e2fff9512416f3ed6a2d48b926ef41e8ecb,0.5370292663574219,3,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000387,2,train,image_group_001161,1,6e90a1b6da0dad3662525a12d71309c0305acc951db3c64420ac49de4904edf1,0.12179946899414062,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000388,0,val,image_group_001740,1,a1c219781c980a0fc71e39460fa67e9e87a2a75a7414c6b60a0e90128b4b131d,0.10875352223714192,1,0,0,2,0,1,1,18508,0.005883534749348958,1,66922,0.02127393086751302,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000389,0,val,image_group_002248,1,d44319a6446e1596e5e7f133587c539d28cd23b1a90ca892dcfe76c3080209b8,0.060160319010416664,0,0,0,1,0,0,1,8565,0.010890960693359375,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000390,3,train,image_group_000777,1,4ab9e534ed5f94ed7ee4160d58eb95c5861493f949fc4bd727cedc44e41b6895,0.15104293823242188,1,0,0,3,0,1,0,0,0.0,1,24568,0.031239827473958332,0,0,0.0,1,2144,0.0027262369791666665,1,35323,0.04491551717122396,0,1,0,0
000391,4,train,image_group_002006,1,bd4387fce0b3c9789e870d8d6c14b3beadd78aaeba99e0d8b230646d2e6308d1,0.22121228539660404,2,0,0,1,0,0,1,352038,0.20732313476433673,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000392,1,train,image_group_001537,1,909dca66bb5f2f8e1c3e9c7cac3dec8a4f69e6c8303b88e34de97434f30b1ffa,0.07439804077148438,1,0,0,1,0,0,1,14918,0.018969217936197918,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000393,2,train,image_group_000123,1,0cd60a6e8e37a1714166a97d0781a851807db4f0fbb39d624917a82a725b71dd,0.19497398093894677,2,0,0,2,0,1,1,195514,0.02762321189597801,0,0,0.0,0,0,0.0,0,0,0.0,1,92803,0.013111679642288774,0,0,1,0
000394,0,val,image_group_000304,1,1ce48f0e42832ab6d57aa09de87603c47981e0d40bfe155d5759c71b770d02e7,0.38938884617775366,3,0,0,1,0,0,1,4309250,0.14897712343350603,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000395,2,train,image_group_001311,1,7ace46cbcf2b39df5a32287a5d55054a24ecf9f54ab6b456c82f7882e7e80b8f,0.6387888590494791,3,0,0,2,0,1,0,0,0.0,0,0,0.0,0,0,0.0,1,43176,0.054901123046875,1,9440,0.012003580729166666,0,0,0,1
000396,4,train,image_group_001842,1,abd5d51e94fe286e62d8ff19084035c7c5834a5e934aed33e50608f2cdd2d8e5,0.024808257693275198,0,0,0,2,0,1,1,11998,0.0009824582320140868,0,0,0.0,0,0,0.0,1,41742,0.0034180506351668624,0,0,0.0,1,0,0,0
000397,0,val,image_group_001582,1,952dfe4d5d6b29c24515f4b785b6c24989f8ebb719d455a2b3da768c5836371f,0.01737965425531915,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,19460,0.0032347074468085106,0,0,0.0,1,0,0,0
000398,3,train,image_group_002461,1,e8e8ca48c908a7cef3d74e99be9e14b9380a6525a26d81f2d63a936199c31b31,0.014843916223404256,0,0,0,1,0,0,1,96322,0.01601097074468085,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000399,3,train,image_group_000186,1,12621efa98e960a0d271771ff115b5997106b41f19425e13e59d54aba92f715d,0.6878454540085479,3,0,0,2,0,1,0,0,0.0,1,1345271,0.045245638021980714,0,0,0.0,0,0,0.0,1,805335,0.027085914954259653,0,0,0,1
000400,1,train,image_group_001701,1,9e81880654f3067a5baebe7e7d02d1e8511dc063726419de885a8513c7db0a9c,0.20098307291666667,2,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000401,3,train,image_group_000097,1,0a07115390cc44347a9b0e614889b04fecf1a388ccb56fd35b211e2569793ae0,0.3047588305473812,2,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000402,1,train,image_group_002476,1,e9fd5e9dbf8e0d1ce1cd98e12d5e75d9602fff4f40ede549ae7f15290e375562,0.015072848319847391,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000403,1,train,image_group_000489,1,2ea76d86d6c4d4b4006146431be2ba632b8e460ea8961084ec9e8460d11fa2fe,0.6602180989583334,3,0,0,2,0,1,1,27021,0.087958984375,0,0,0.0,1,2566,0.008352864583333333,0,0,0.0,0,0,0.0,0,0,0,1
000404,0,val,image_group_002187,1,ce6c6f1933e02753c1f29702923b924647b2a0eaff436b6cc40a60ef5791d132,0.1005859375,1,0,0,1,0,0,1,27545,0.08966471354166666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000405,2,train,image_group_001572,1,946c741ca79cfc76a1db7c21824c3645c1738167e57798c0ccd69753d467a39c,0.03603091755319149,0,0,0,1,0,0,1,240469,0.03997157579787234,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000406,2,train,image_group_000085,1,089f2e13cf7a97eb00c510cce4046891b85e687895f0f5b44987e59b70aa6798,0.05168288757232098,0,0,0,2,0,1,0,0,0.0,0,0,0.0,1,152488,0.01248650532450109,0,0,0.0,1,392766,0.03216170944784504,1,0,0,0
000407,1,train,image_group_000614,1,38f39cc0586d24063c36a1f5bc2fe914b418c6220b82c19b08e525ad579f3bf6,0.5521286704207194,3,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,191620,0.015690835674157303,0,0,0,1
000408,4,train,image_group_000537,1,32ca589dc59cd38f826b85c1c81d0b71bcc6e673c571b32c8dcb7c97bc523cd3,0.03269476647791042,0,0,0,1,0,0,1,72268,0.00720071612590552,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000409,4,train,image_group_001340,1,7d9309db0fa7de4cb1528142ce911ed9867caeed3d6a8caa1dc9112476f84001,0.11352704827579817,1,0,0,1,0,0,1,2255161,0.07570205369205288,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000410,4,train,image_group_000415,1,288b5e0a914fb329578a19f74e39db776c5d4fcee8f2a7544e12b6926f4f4415,0.5258253486767137,3,0,0,2,0,1,1,276128,0.44317331920971964,1,21172,0.0339801306434269,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000411,3,train,image_group_002059,1,c202b91cb17bec57fbc3c9f415ceb6b58060f354288f9e5e07fcb12c11781719,0.07798694160867013,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,13876,0.0011362385753815195,0,0,0.0,0,1,0,0
000412,0,val,image_group_002525,1,ef1053c3df31884714a8f0f68f16f8d4c383458b0f88485495eaf33a5c8830a7,0.12169392903645833,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000413,3,train,image_group_002425,1,e5fb9699844cb9101640bde82f7da7766a51ec670584eefa1e779869729f3c9c,0.10319900512695312,1,0,0,1,0,0,1,12051,0.015323638916015625,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000414,2,train,image_group_001741,1,a1c2344034b4aa383445c5d5cfe07e824ab269721fc3beb98f1d0a17a9e4bd83,0.10763818246346933,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,84577,0.011949468542028356,0,1,0,0
000415,3,train,image_group_000372,1,24bf7498998af0284e7ce7bd5618d9e685df16883228fed49c3cd3c9550e6308,0.177978515625,2,0,0,1,0,0,0,0,0.0,0,0,0.0,1,9652,0.03141927083333333,0,0,0.0,0,0,0.0,0,0,1,0
000416,3,train,image_group_000153,1,0f6e46b0f859d4354ddb5c0b7d8925cdd49fe73d95fc2127f4896576a5ab7107,0.08213541666666667,1,0,0,1,0,0,1,12045,0.039208984375,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000417,3,train,image_group_001349,1,7e69fbe78a309c96d2bcd2cf675137dac2b3d54d057a5c187d645d7178c6f2b5,0.12728644878215234,1,0,0,1,0,0,0,0,0.0,1,4481144,0.15026407534463387,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000418,2,train,image_group_002252,1,d47f5ba6fb4c74d69d22c5c9f1fcf25e04f6b3208de4596811637661532f109e,0.7688331604003906,3,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,28609,0.03637822469075521,0,0,0,1
000419,2,train,image_group_001300,1,79fe37030ae89c5350b212a1637b05cb021c9ad69c38f43d7ed42880d1af9de7,0.027119630298297837,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000420,2,train,image_group_002046,1,c0ae679be3f9a2bf9be7e7ad31071096f29f176443970dcdc4391d740000d48f,0.021635472074468084,0,0,0,1,0,0,1,64574,0.01073371010638298,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000421,2,train,image_group_000656,1,3d2ab68da31c12f11cb5b300156be8747b18f72c88cc6b711699b39d18d3849f,0.054423204787234045,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000422,3,train,image_group_001228,1,748106c0b5b729b809749f3caceb55a3ca0a9c745c4ea63578174a6a8357bca2,0.05443881474823914,0,0,0,1,0,0,1,257777,0.02110811265826765,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000423,2,train,image_group_000027,1,026a56c80c8bd503b9a2dbcf9b81a779e48d8f7ddd09622fc0285f1e7bb15494,0.09982164228723404,1,0,0,2,0,1,1,64413,0.010706948138297872,0,0,0.0,0,0,0.0,1,6378,0.0010601728723404254,0,0,0.0,0,1,0,0
000424,0,val,image_group_002075,1,c324ab4f183fae9bd2de23c5a2d2bd1f82a1a26aafa7ab183eeb6be2fb651f02,0.27376169711242315,2,0,0,1,0,0,1,243132,0.008277982674293801,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000425,3,train,image_group_002479,1,ea2648777f780c68f7331579d3d93a3da5baad822c83538ebc365dbf717945f1,0.17004323210384595,2,0,0,2,0,1,1,85971,0.017061637898186252,0,0,0.0,1,37677,0.007477304336229233,0,0,0.0,0,0,0.0,0,0,1,0
000426,0,val,image_group_000987,1,5e3da535cf6f4d6f24ea1c616585250c0c32c4286d512c37a2c0314779ba799e,0.12244197326172611,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000427,1,train,image_group_001675,1,9c613220f07f4d53e17bb0af7ccaf1d70150881b84f1ab042f4868fd56992da5,0.2709147135416667,2,0,0,3,0,1,1,1288,0.0016377766927083333,0,0,0.0,0,0,0.0,1,1247,0.0015856424967447917,1,38169,0.048534393310546875,0,0,1,0
000428,1,train,image_group_001772,1,a5a05e608fb0da59774d9a13ca63d399f6fc852d4c89440608e728c63560b1b3,0.2204750974749099,2,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000429,4,train,image_group_000077,1,081ab59ca32177ab2d48fcdba846aa4a4ee0c153174f716d60e413a72865a886,0.4361353580287818,3,0,0,1,0,0,1,5352012,0.18109097730439783,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000430,1,train,image_group_002221,1,d29996f86cf3b89b18569caf7303fa9b689e3ba88a0ba0214e4f1acc5d962c55,0.2422000044867127,2,0,0,1,0,0,1,4595040,0.15431604968322332,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000431,0,val,image_group_001418,1,84306c7adf6d0dbb8d891ea9524cabc31d4ffdd33d71e4015baeb80591de5dbf,0.038183178191489364,0,0,0,1,0,0,1,31847,0.005293716755319149,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000432,4,train,image_group_000441,1,2b5d452dc28b5bfdc37d6fd714347eaad841f6c697ed0460bdf9737657af4545,0.11819839477539062,1,0,0,2,0,1,1,67587,0.08594131469726562,0,0,0.0,0,0,0.0,1,1883,0.0023943583170572915,0,0,0.0,0,1,0,0
000433,2,train,image_group_002441,1,e6815761eb17b5c1a7f86282e98cbc03283fd0c0caa2988df97fa136178fa19a,0.8617322040000365,3,0,0,1,0,0,0,0,0.0,1,2258032,0.07656245290145036,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000434,2,train,image_group_002294,1,d966565ea883ba306db3f599d25a0734c8f433c13333c7af444a01af279283be,0.49199544270833334,3,0,0,1,0,0,1,64786,0.21089192708333335,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000435,4,train,image_group_002028,1,bec2dff09b5b9dfa2195803a0e211eeb3ba5f5bee077be41d74ac7704f85e985,0.10199144151475695,1,0,0,1,0,0,1,431628,0.060982598198784724,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000436,4,train,image_group_002572,1,f3e7bb1a05a75a45f0d991bf1b97fcd5de659aa0b3d069e37a5989b437633537,0.05937700118627698,0,0,0,3,0,1,1,28096,0.0046086335768875455,0,0,0.0,0,0,0.0,1,19828,0.003252419795078525,1,33000,0.005413044847568657,1,0,0,0
000437,1,train,image_group_002649,1,fb1189a68977d55cccedc8c1aef5f676f4fadc40ce2614f15595fee92d2d4c11,0.16531689887116385,2,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000438,3,train,image_group_000518,1,312e296b8c11eda30eac2a8c7a06a43f14cacdbc388aa5019ffb931b66845b89,0.011639617672009843,0,0,0,1,0,0,0,0,0.0,0,0,0.0,1,13790,0.007656109119819496,0,0,0.0,0,0,0.0,1,0,0,0
000439,4,train,image_group_002283,1,d7af381a2f85023efb462d4449835d17f7051e4da99182e718d1494f1e3895a3,0.054980239580144884,0,0,0,1,0,0,1,53057,0.00528655000127538,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000440,0,val,image_group_002484,1,eaaa5b354a9cbd8b569bb8199cba798cd4e22349eb4928a15c3b8db1bb31d522,0.05516333470463693,0,0,0,1,0,0,1,192622,0.015772884611353347,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000441,2,train,image_group_001396,1,81e100abe5a753c01b8b40916123bc8d96f8feb56eb5e5f03ee4993d9ae8dc68,0.16273625691731772,2,0,0,1,0,0,1,26128,0.033223470052083336,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000442,2,train,image_group_000559,1,3445f47a90c1839fe806f9cbeb9136dff2fa4cc3df689e8f0dc07e225f31933a,0.06572723388671875,1,0,0,1,0,0,1,14507,0.018446604410807293,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000443,0,val,image_group_001186,1,707c7ba91e4cd89513c29a19ff8f1d9183747c21c50362bf895b7f9cd3b47029,0.08444976806640625,1,0,0,2,0,1,1,25873,0.008224805196126303,0,0,0.0,0,0,0.0,0,0,0.0,1,161580,0.051364898681640625,0,1,0,0
000444,0,val,image_group_000782,1,4b40e815850d0e9b37bfb0fd2be8d379614002b73b189a66cb09ee13a6d5047c,0.031031120948977024,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000445,4,train,image_group_001188,1,70a42d90d427da7667aa4b3aa2f7ba030562c987ac85f28e130f84f6ae791c6e,0.392783203125,3,0,0,1,0,0,1,31938,0.10396484375,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000446,1,train,image_group_000592,1,37829559f323b2659d9c9ee84eca5ff8dab36635b28114efb5d7c515a2e430a2,0.026675864361702127,0,0,0,1,0,0,1,42181,0.007011469414893617,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000447,0,val,image_group_000863,1,52c30197ef8e0959c5237eed8519792a3207b2fe11d5defbc6653d39f01c974e,0.4078216041788874,3,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,352657,0.22339829798771318,0,0,0,1
000448,1,train,image_group_000778,1,4acb00bd20013ebb7f904203a83509dbb32e8baa86b43d1c709c61b1a3b67d79,0.29331207275390625,2,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000449,1,train,image_group_001459,1,89adac1de219dfb58da9caae0c54dc2fd4913835f36591961074915c27b96252,0.384384765625,3,0,0,1,0,0,1,83729,0.2725553385416667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000450,0,val,image_group_001365,1,7fc00970db001f43f04c81aaf3790a7abf4dc9f4fee349270dfce0eacba20a3a,0.4114799446749654,3,0,0,2,0,1,1,27270,0.03928941908713693,0,0,0.0,0,0,0.0,0,0,0.0,1,6514,0.009385085292761641,0,0,0,1
000451,2,train,image_group_000239,1,1629f26b653b58f858eab5c2364e044594eed996c0c7f5330edb445ec62c7040,0.30394558750382616,2,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,61887,0.012332725933578207,0,0,0.0,0,0,1,0
000452,1,train,image_group_002688,1,ff03ef8a02168bc09b1e94722cfd17f42a48dd22708d3dcb432bfd6968adc63e,0.11373745953595196,1,0,0,2,0,1,0,0,0.0,1,198281,0.028014147723162616,0,0,0.0,1,116000,0.016389069733796297,0,0,0.0,0,1,0,0
000453,4,train,image_group_000812,1,4db05bb4a5f4946121d3bb59012c9c90bd4f1eac5cfe17267ceeca32b3776f72,0.2329619786109841,2,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,275634,0.05470178898033836,0,0,1,0
000454,0,val,image_group_000241,1,16623933235896c696ee4336ca12807c6b8528fb714f7cf2e382d19ea1de04e9,0.050940032648862016,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000455,4,train,image_group_000532,1,329ae0a91d54bdb3c708c7192812f033791e728a76531d164e0949bb8da9b099,0.020174220902203856,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000456,1,train,image_group_001731,1,a1163b6f50dedf74cc35088f0683a2491dc2d2c0c753088f51605937640c28b7,0.23968519122120818,2,0,0,1,0,0,1,23259,0.052646946979574095,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000457,1,train,image_group_002670,1,fdd07422281a98ed9422f95d7e0401e4f708431604f5ff530831035321048d7b,0.18347981770833333,2,0,0,1,0,0,1,5105,0.016617838541666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000458,3,train,image_group_001278,1,787e39a2fd3958cb7569eb9e3f4b849f34ac1ef01ec510e06fd2d0a1f453a3b2,0.4435339095744681,3,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000459,2,train,image_group_001817,1,a9ce2f094c63409f3db5e3b12f04d3e666425ec4284c7960fd8a6a10bf170334,0.08440763942751132,1,0,0,2,0,1,1,251225,0.020571601044985746,0,0,0.0,0,0,0.0,1,14650,0.0011996176945329531,0,0,0.0,0,1,0,0
000460,2,train,image_group_001553,1,927361ecaf9ae2772b2fc2a581a7de5807b53cf653844f0aeb95d10486dbef65,0.3760929012005052,3,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,1411335,0.04807385743540693,0,0,0.0,0,0,0,1
000461,3,train,image_group_002225,1,d2c9d7b75fe6559e365783a797ebf0b4903eb2a701fd6c452aa297237ac49c54,0.25810270103136007,2,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000462,0,val,image_group_001889,1,b054f8111ae0e30e31a60bbe5014108ee9464dd2b83924ba17e1de34ace95645,0.4114599782161377,3,0,0,2,0,1,0,0,0.0,0,0,0.0,0,0,0.0,1,197027,0.006636580019854465,1,289803,0.009761610335100689,0,0,0,1
000463,3,train,image_group_001199,1,71bcad890b09c147fecdbbbcbffce87dff690e3c52e9073cce7735f2c33ad3ad,0.13175433382973262,1,0,0,1,0,0,1,49485,0.009196675035390055,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000464,0,val,image_group_000619,1,394498f883449a11788990e486a61c3efc70b0aff06ebcba18567270b33f3e9e,0.15656316227928546,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000465,1,train,image_group_002462,1,e8ea322e1188e00fe9aac213e44831b80552d92d1ce313dd5f1859a0de2d485e,0.5542856852213541,3,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000466,4,train,image_group_002658,1,fcaa39c194ff3c2b1ca41997ec39ed098234fdd5350066115c1a3869c854336a,0.1524317706072772,1,0,0,1,0,0,1,225206,0.031818248607494215,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000467,3,train,image_group_000498,1,2f4ec9f27d3e097634ed0854b93ff51be23cc9f9beef760d502a8e28a7e8a7bd,0.1451681429190899,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000468,2,train,image_group_000690,1,4168e8168886b8ea87696ea4d1636963e423463765c6c044e1fad03728d51fcd,0.4820880889892578,3,0,0,3,0,1,1,247705,0.07874329884847005,0,0,0.0,1,87007,0.027658780415852863,0,0,0.0,1,51425,0.016347567240397137,0,0,0,1
000469,4,train,image_group_001960,1,b84f9b3617936d758a56ba2d6948b66b0859ad1f5dc3d4b18171a1b930957014,0.2616123764797033,2,0,0,1,0,0,1,282819,0.056127710143270844,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000470,3,train,image_group_000382,1,25d53a47458887275d240321279e04f4af3f94dd6b43d07133a0b64175e820c1,0.010928025265957446,0,0,0,2,0,1,1,21096,0.0035066489361702128,0,0,0.0,0,0,0.0,1,13234,0.0021998005319148937,0,0,0.0,1,0,0,0
000471,2,train,image_group_000231,1,15d0d60f5b385df9960dd3e84d2b2738af4c769fe3d4d40c5219a6ff138cec98,0.5052180989583334,3,0,0,3,0,1,1,7230,0.02353515625,0,0,0.0,1,10253,0.03337565104166667,1,781,0.0025423177083333335,0,0,0.0,0,0,0,1
000472,2,train,image_group_000420,1,294303795240269cc91994c1b8fc5b2929a389ce29c83a50f1819c951178696e,0.8788223266601562,3,0,0,3,0,1,1,20088,0.025543212890625,0,0,0.0,0,0,0.0,1,15895,0.020211537679036457,1,46131,0.058658599853515625,0,0,0,1
000473,4,train,image_group_002113,1,c6f3e70b8426ff56dd5b3453dcb6f2f6d8d066bfaca17a5219d98b7bc4c49914,0.024844747340425532,0,0,0,3,0,1,0,0,0.0,0,0,0.0,1,26963,0.0044818816489361705,1,38958,0.006475731382978724,1,124607,0.020712599734042554,1,0,0,0
000474,1,train,image_group_001070,1,659f3c8974de30408e2cbd8efa038569730743741d6d52acd76545b3d910bdf3,0.472066267372757,3,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000475,2,train,image_group_002345,1,de80647e450f7a712e1ddd1a2879a8493e6a434523baedde68003e6596cd22be,0.23110326131184897,2,0,0,1,0,0,1,60964,0.008613303855613427,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000476,0,val,image_group_001463,1,89e985a6be49a5a70708692601d2abd436ed3b7b5e92adb35cdfd778fb79eecb,0.01690874335106383,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000477,0,val,image_group_001179,1,700ae84cd49253e6f79d3d0a91df912ecdd49f2ff2a434e572bf07da097aeddd,0.3349163711938481,3,0,0,1,0,0,1,3298048,0.11370869758891422,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
