image_id,pigment_network,negative_network,streaks,milia_like_cysts,globules,lesion_area_ratio,area_bin,n_attributes,no_attributes,many_attributes,tiny_lesion,huge_lesion
000409,1,0,0,0,0,0.11352704827579817,1,1,0,0,0,0
000410,1,1,0,0,0,0.5258253486767137,4,2,0,0,0,1
000411,0,0,0,1,0,0.07798694160867013,1,1,0,0,0,0
000412,0,0,0,0,0,0.12169392903645833,2,0,1,0,0,0
000413,1,0,0,0,0,0.10319900512695312,1,1,0,0,0,0
000414,0,0,0,0,1,0.10763818246346933,1,1,0,0,0,0
000415,0,0,1,0,0,0.177978515625,2,1,0,0,0,0
000416,1,0,0,0,0,0.08213541666666667,1,1,0,0,0,0
000417,0,1,0,0,0,0.12728644878215234,2,1,0,0,0,0
000418,0,0,0,0,1,0.7688331604003906,4,1,0,0,0,1
000419,0,0,0,0,0,0.027119630298297837,0,0,1,0,0,0
000420,1,0,0,0,0,0.021635472074468084,0,1,0,0,0,0
000421,0,0,0,0,0,0.054423204787234045,1,0,1,0,0,0
000422,1,0,0,0,0,0.05443881474823914,1,1,0,0,0,0
000423,1,0,0,1,0,0.09982164228723404,1,2,0,0,0,0
000424,1,0,0,0,0,0.27376169711242315,3,1,0,0,0,0
000425,1,0,1,0,0,0.17004323210384595,2,2,0,0,0,0
000426,0,0,0,0,0,0.12244197326172611,2,0,1,0,0,0
000427,1,0,0,1,1,0.2709147135416667,3,3,0,1,0,0
000428,0,0,0,0,0,0.2204750974749099,3,0,1,0,0,0
000429,1,0,0,0,0,0.4361353580287818,4,1,0,0,0,0
000430,1,0,0,0,0,0.2422000044867127,3,1,0,0,0,0
000431,1,0,0,0,0,0.038183178191489364,0,1,0,0,0,0
000432,1,0,0,1,0,0.11819839477539062,2,2,0,0,0,0
000433,0,1,0,0,0,0.8617322040000365,4,1,0,0,0,1
000434,1,0,0,0,0,0.49199544270833334,4,1,0,0,0,0
000435,1,0,0,0,0,0.10199144151475695,1,1,0,0,0,0
000436,1,0,0,1,1,0.05937700118627698,1,3,0,1,0,0
000437,0,0,0,0,0,0.16531689887116385,2,0,1,0,0,0
000438,0,0,1,0,0,0.011639617672009843,0,1,0,0,1,0
000439,1,0,0,0,0,0.054980239580144884,1,1,0,0,0,0
000440,1,0,0,0,0,0.05516333470463693,1,1,0,0,0,0
000441,1,0,0,0,0,0.16273625691731772,2,1,0,0,0,0
000442,1,0,0,0,0,0.06572723388671875,1,1,0,0,0,0
000443,1,0,0,0,1,0.08444976806640625,1,2,0,0,0,0
000444,0,0,0,0,0,0.031031120948977024,0,0,1,0,0,0
000445,1,0,0,0,0,0.392783203125,4,1,0,0,0,0
000446,1,0,0,0,0,0.026675864361702127,0,1,0,0,0,0
000447,0,0,0,0,1,0.4078216041788874,4,1,0,0,0,0
000448,0,0,0,0,0,0.29331207275390625,3,0,1,0,0,0
000449,1,0,0,0,0,0.384384765625,3,1,0,0,0,0
000450,1,0,0,0,1,0.4114799446749654,4,2,0,0,0,0
000451,0,0,0,1,0,0.30394558750382616,3,1,0,0,0,0
000452,0,1,0,1,0,0.11373745953595196,1,2,0,0,0,0
000453,0,0,0,0,1,0.2329619786109841,3,1,0,0,0,0
000454,0,0,0,0,0,0.050940032648862016,1,0,1,0,0,0
000455,0,0,0,0,0,0.020174220902203856,0,0,1,0,0,0
000456,1,0,0,0,0,0.23968519122120818,3,1,0,0,0,0
000457,1,0,0,0,0,0.18347981770833333,2,1,0,0,0,0
000458,0,0,0,0,0,0.4435339095744681,4,0,1,0,0,0
000459,1,0,0,1,0,0.08440763942751132,1,2,0,0,0,0
000460,0,0,0,1,0,0.3760929012005052,3,1,0,0,0,0
000461,0,0,0,0,0,0.25810270103136007,3,0,1,0,0,0
000462,0,0,0,1,1,0.4114599782161377,4,2,0,0,0,0
000463,1,0,0,0,0,0.13175433382973262,2,1,0,0,0,0
000464,0,0,0,0,0,0.15656316227928546,2,0,1,0,0,0
000465,0,0,0,0,0,0.5542856852213541,4,0,1,0,0,1
000466,1,0,0,0,0,0.1524317706072772,2,1,0,0,0,0
000467,0,0,0,0,0,0.1451681429190899,2,0,1,0,0,0
000468,1,0,1,0,1,0.4820880889892578,4,3,0,1,0,0
000469,1,0,0,0,0,0.2616123764797033,3,1,0,0,0,0
000470,1,0,0,1,0,0.010928025265957446,0,2,0,0,1,0
000471,1,0,1,1,0,0.5052180989583334,4,3,0,1,0,1
000472,1,0,0,1,1,0.8788223266601562,4,3,0,1,0,1
000473,0,0,1,1,1,0.024844747340425532,0,3,0,1,0,0
000474,0,0,0,0,0,0.472066267372757,4,0,1,0,0,0
000475,1,0,0,0,0,0.23110326131184897,3,1,0,0,0,0
000476,0,0,0,0,0,0.01690874335106383,0,0,1,0,1,0
000477,1,0,0,0,0,0.3349163711938481,3,1,0,0,0,0
000478,0,0,0,0,0,0.04621210106382979,0,0,1,0,0,0
000479,0,0,0,1,0,0.06192657716687073,1,1,0,0,0,0
000480,0,0,0,1,1,0.04763946143617021,0,2,0,0,0,0
000481,1,0,0,0,0,0.010197972074468086,0,1,0,0,1,0
000482,1,0,0,0,0,0.7655254056207446,4,1,0,0,0,1
000483,0,0,0,1,0,0.9581580716511808,4,1,0,0,0,1
000484,1,0,0,0,1,0.24634170532226562,3,2,0,0,0,0
000485,1,0,0,0,0,0.030682175247757522,0,1,0,0,0,0
000486,0,0,0,0,0,0.02578637601144558,0,0,1,0,0,0
000487,0,0,0,0,1,0.035138630319148934,0,1,0,0,0,0
000488,0,1,0,0,1,0.28059681205861786,3,2,0,0,0,0
000489,1,0,0,1,0,0.08000709929033342,1,2,0,0,0,0
000490,1,0,0,0,0,0.12137858072916667,2,1,0,0,0,0
000491,0,0,0,0,1,0.31583647321390074,3,1,0,0,0,0
000492,1,0,0,1,1,0.10165496505458627,1,3,0,1,0,0
000493,0,0,0,1,0,0.02455186170212766,0,1,0,0,0,0
000494,0,0,0,0,0,0.5055729166666667,4,0,1,0,0,1
000495,1,0,0,0,1,0.23441710265577656,3,2,0,0,0,0
000496,0,0,0,0,1,0.16457621256510416,2,1,0,0,0,0
000497,1,0,0,0,0,0.13798395792643228,2,1,0,0,0,0
000498,1,0,1,0,1,0.2681946915493317,3,3,0,1,0,0
000499,1,0,0,0,0,0.8329429838746307,4,1,0,0,0,1
000500,0,0,0,0,0,0.13171259562174478,2,0,1,0,0,0
000501,0,0,1,0,1,0.038423891420717594,0,2,0,0,0,0
000502,0,1,0,1,0,0.12047618705999388,2,2,0,0,0,0
000503,1,0,0,0,0,0.11349529690212673,1,1,0,0,0,0
000504,1,0,0,0,0,0.1186993916829427,2,1,0,0,0,0
000505,1,0,0,0,0,0.6949820341887297,4,1,0,0,0,1
000506,1,0,0,0,0,0.2684799421539859,3,1,0,0,0,0
000507,0,0,0,1,1,0.3672641289893617,3,2,0,0,0,0
000508,1,0,0,1,0,0.03468794873071441,0,2,0,0,0,0
000509,1,0,0,0,0,0.011308676861702128,0,1,0,0,1,0
000510,0,0,0,0,0,0.4504630477340133,4,0,1,0,0,0
000511,1,0,0,0,0,0.40438010011796205,4,1,0,0,0,0
000512,1,0,0,0,0,0.4132299070005064,4,1,0,0,0,0
000513,1,0,1,0,0,0.005252196487715915,0,2,0,0,1,0
000514,0,0,0,1,0,0.12264345079787234,2,1,0,0,0,0
000515,0,0,0,0,0,0.04292004654255319,0,0,1,0,0,0
000516,1,1,0,0,0,0.20376191315827547,2,2,0,0,0,0
000517,0,0,0,0,0,0.16233161569148935,2,0,1,0,0,0
000518,1,0,0,1,0,0.6033722206398293,4,2,0,0,0,1
000519,1,0,0,0,0,0.34008432693735907,3,1,0,0,0,0
000520,1,0,0,0,0,0.7595240275065104,4,1,0,0,0,1
000521,1,1,0,0,0,0.08805879516350842,1,2,0,0,0,0
000522,1,0,0,1,0,0.5427284240722656,4,2,0,0,0,1
000523,0,0,0,0,0,0.13428115844726562,2,0,1,0,0,0
000524,1,0,0,0,0,0.03467087765957447,0,1,0,0,0,0
000525,1,0,0,0,1,0.3908119201660156,4,2,0,0,0,0
000526,1,0,0,0,0,0.3767311661331742,3,1,0,0,0,0
000527,1,0,0,0,0,0.032087930912502095,0,1,0,0,0,0
000528,0,0,0,0,0,0.03268715187355324,0,0,1,0,0,0
000529,1,0,0,0,0,0.03104862944469952,0,1,0,0,0,0
000530,1,0,0,0,0,0.25598780314127606,3,1,0,0,0,0
000531,1,0,0,0,1,0.01393972138080664,0,2,0,0,1,0
000532,0,0,0,0,0,0.4294597739361702,4,0,1,0,0,0
000533,1,0,0,0,0,0.3089154561360677,3,1,0,0,0,0
000534,1,0,0,1,0,0.05970561835106383,1,2,0,0,0,0
000535,1,0,0,0,1,0.1740147514916695,2,2,0,0,0,0
000536,1,0,0,0,0,0.05421359707446809,1,1,0,0,0,0
000537,1,0,0,0,0,0.14149398199843305,2,1,0,0,0,0
000538,0,0,0,0,1,0.5518143828999879,4,1,0,0,0,1
000539,0,0,0,1,0,0.08103315091445171,1,1,0,0,0,0
000540,1,0,0,0,1,0.10394668579101562,1,2,0,0,0,0
000541,1,0,0,0,1,0.20333715166641264,2,2,0,0,0,0
000542,0,0,0,1,0,0.2921759100492811,3,1,0,0,0,0
000543,1,0,0,0,0,0.4358854166666667,4,1,0,0,0,0
000544,1,0,0,0,0,0.3549158880197016,3,1,0,0,0,0
000545,1,0,1,0,1,0.20596861278103387,2,3,0,1,0,0
000546,0,0,0,0,0,0.041055281348841954,0,0,1,0,0,0
000547,0,0,0,0,1,0.18402603658070618,2,1,0,0,0,0
000548,0,0,0,0,0,0.03393894510942479,0,0,1,0,0,0
000549,0,0,0,0,0,0.5735579427083334,4,0,1,0,0,1
000550,1,1,0,0,0,0.17239012541594328,2,2,0,0,0,0
000551,1,0,0,0,0,0.5914809195171411,4,1,0,0,0,1
000552,1,0,0,1,0,0.055815713829029015,1,2,0,0,0,0
000553,0,0,0,0,1,0.05786718291443065,1,1,0,0,0,0
000554,0,1,0,0,0,0.10269856770833333,1,1,0,0,0,0
000555,1,0,0,0,1,0.012067985372340426,0,2,0,0,1,0
000556,0,0,1,0,0,0.5548316501051087,4,1,0,0,0,1
000557,1,0,0,0,0,0.10805511474609375,1,1,0,0,0,0
000558,0,0,0,0,0,0.5761589681250067,4,0,1,0,0,1
000559,1,0,0,0,1,0.17641943472403068,2,2,0,0,0,0
000560,1,0,0,1,0,0.13321011274880323,2,2,0,0,0,0
000561,1,0,0,1,0,0.2085128770367223,2,2,0,0,0,0
000562,0,0,1,0,0,0.034885406494140625,0,1,0,0,0,0
000563,0,0,0,0,0,0.009319842151601542,0,0,1,0,1,0
000564,1,0,0,0,0,0.4017024739583333,4,1,0,0,0,0
000565,1,0,0,1,0,0.15190625,2,2,0,0,0,0
000566,1,1,0,1,0,0.04214293809219353,0,3,0,1,0,0
000567,1,0,0,1,0,0.08149484707446808,1,2,0,0,0,0
000568,0,0,0,0,1,0.10873172901294849,1,1,0,0,0,0
000569,0,0,0,0,0,0.9562739619502315,4,0,1,0,0,1
000570,0,1,0,0,0,0.1908620345744681,2,1,0,0,0,0
000571,0,0,0,0,1,0.10255664709842008,1,1,0,0,0,0
000572,0,0,0,0,1,0.2237109375,3,1,0,0,0,0
000573,0,0,0,0,0,0.35077158610026044,3,0,1,0,0,0
000574,0,0,0,0,0,0.028206948138297872,0,0,1,0,0,0
000575,1,0,0,0,0,0.39006184895833335,4,1,0,0,0,0
000576,1,0,0,1,0,0.1828489538692396,2,2,0,0,0,0
000577,1,0,0,0,0,0.04356012467507966,0,1,0,0,0,0
000578,0,0,0,0,0,0.3081457009692778,3,0,1,0,0,0
000579,1,0,0,0,0,0.05568367686170213,1,1,0,0,0,0
000580,1,0,0,0,0,0.5870176871301398,4,1,0,0,0,1
000581,1,0,0,0,1,0.24681451764883253,3,2,0,0,0,0
000582,0,0,0,1,0,0.13743617021276597,2,1,0,0,0,0
000583,1,0,0,1,0,0.1244365481668204,2,2,0,0,0,0
000584,1,0,0,0,0,0.011167744712183465,0,1,0,0,1,0
000585,0,0,0,1,0,0.0647994992558276,1,1,0,0,0,0
000586,0,0,0,1,1,0.1222042507595486,2,2,0,0,0,0
000587,1,0,0,0,0,0.32646484375,3,1,0,0,0,0
000588,0,0,0,1,0,0.04888946143617021,0,1,0,0,0,0
000589,0,0,0,0,1,0.8835212858544895,4,1,0,0,0,1
000590,1,0,1,0,1,0.24567925147944086,3,3,0,1,0,0
000591,1,0,0,0,0,0.04747014139275532,0,1,0,0,0,0
000592,1,0,0,1,0,0.04206318193966963,0,2,0,0,0,0
000593,0,1,0,0,1,0.5270182291666666,4,2,0,0,0,1
000594,1,0,0,1,0,0.972052256266276,4,2,0,0,0,1
000595,1,0,0,0,0,0.2860782594068244,3,1,0,0,0,0
000596,0,0,0,1,0,0.3516421669373032,3,1,0,0,0,0
000597,0,0,0,0,0,0.23731231689453125,3,0,1,0,0,0
000598,0,0,0,0,0,0.01837117686170213,0,0,1,0,1,0
000599,1,0,0,0,0,0.31124674479166664,3,1,0,0,0,0
000600,1,0,0,0,0,0.012705302490357203,0,1,0,0,1,0
000601,1,0,0,0,1,0.07339859008789062,1,2,0,0,0,0
000602,1,0,0,0,0,0.22310991640444156,3,1,0,0,0,0
000603,1,0,0,0,0,0.06760236887965063,1,1,0,0,0,0
000604,1,0,0,0,0,0.19738763061335993,2,1,0,0,0,0
000605,0,0,0,0,0,0.16175969441731772,2,0,1,0,0,0
000606,1,0,0,0,0,0.07729893654992862,1,1,0,0,0,0
000607,0,0,0,1,0,0.09120721099887767,1,1,0,0,0,0
000608,0,0,0,1,0,0.07515724734042553,1,1,0,0,0,0
000609,0,0,0,1,0,0.03931499335106383,0,1,0,0,0,0
000610,1,0,1,0,0,0.16964453238028068,2,2,0,0,0,0
000611,1,0,0,0,0,0.4259725834065224,4,1,0,0,0,0
000612,1,0,0,1,0,0.36532875258365455,3,2,0,0,0,0
000613,1,0,0,1,0,0.58505954151562,4,2,0,0,0,1
000614,0,1,0,0,0,0.16356277465820312,2,1,0,0,0,0
000615,1,0,0,0,1,0.024976659704137733,0,2,0,0,0,0
000616,1,0,0,0,0,0.04188264627659574,0,1,0,0,0,0
000617,1,0,0,0,1,0.18654314676920572,2,2,0,0,0,0
000618,1,0,0,1,0,0.35505989736185645,3,2,0,0,0,0
000619,1,1,0,0,0,0.7870165506998698,4,2,0,0,0,1
000620,1,0,0,0,0,0.029615981495262452,0,1,0,0,0,0
000621,0,0,0,0,0,0.777265625,4,0,1,0,0,1
000622,0,0,0,0,0,0.16748372395833333,2,0,1,0,0,0
000623,1,0,0,0,1,0.142001505105929,2,2,0,0,0,0
000624,1,0,0,1,0,0.34576879690382356,3,2,0,0,0,0
000625,0,0,0,0,0,0.2124455769856771,2,0,1,0,0,0
000626,1,0,0,0,0,0.010993351063829787,0,1,0,0,1,0
000627,1,0,0,0,0,0.239541912443699,3,1,0,0,0,0
000628,1,0,0,0,0,0.2277419585290493,3,1,0,0,0,0
000629,1,0,0,1,0,0.885512457953559,4,2,0,0,0,1
000630,1,0,0,0,0,0.1155373414798018,1,1,0,0,0,0
000631,0,0,0,0,0,0.1744609375,2,0,1,0,0,0
000632,0,0,0,1,0,0.3713785807291667,3,1,0,0,0,0
000633,0,0,0,0,1,0.021859486897786457,0,1,0,0,0,0
000634,0,0,0,1,0,0.033609759490215836,0,1,0,0,0,0
000635,1,0,0,0,0,0.27625113124937617,3,1,0,0,0,0
000636,0,0,0,0,1,0.027477892287234042,0,1,0,0,0,0
000637,1,0,0,0,0,0.196455078125,2,1,0,0,0,0
000638,1,0,0,0,0,0.2778524206565487,3,1,0,0,0,0
000639,0,0,0,1,0,0.19700747694840068,2,1,0,0,0,0
000640,1,0,0,0,0,0.02052227393617021,0,1,0,0,0,0
000641,0,0,0,0,1,0.07554838392469618,1,1,0,0,0,0
000642,0,1,0,0,0,0.18903096516927084,2,1,0,0,0,0
000643,1,0,0,1,1,0.0503218629524643,1,3,0,1,0,0
000644,0,0,1,0,1,0.3573823244644055,3,2,0,0,0,0
000645,1,0,0,0,0,0.3710009516835614,3,1,0,0,0,0
000646,1,0,0,0,1,0.06553593388310185,1,2,0,0,0,0
000647,1,0,0,1,1,0.05476545467885292,1,3,0,1,0,0
000648,1,0,0,0,0,0.09933535257975261,1,1,0,0,0,0
000649,0,1,0,0,1,0.1313720985695168,2,2,0,0,0,0
000650,1,0,0,0,1,0.18565325225475304,2,2,0,0,0,0
000651,0,0,0,0,0,0.07776828457446809,1,0,1,0,0,0
000652,1,0,0,0,0,0.28702473958333335,3,1,0,0,0,0
000653,1,0,0,0,0,0.1799257066514757,2,1,0,0,0,0
000654,0,0,0,1,0,0.06071008379247016,1,1,0,0,0,0
000655,1,1,0,1,0,0.32862563232800884,3,3,0,1,0,0
000656,0,1,0,1,0,0.31322987874348956,3,2,0,0,0,0
000657,1,0,0,0,0,0.019339243570963543,0,1,0,0,1,0
000658,0,0,0,0,1,0.09121506302445023,1,1,0,0,0,0
000659,1,0,0,0,0,0.39359032274255884,4,1,0,0,0,0
000660,1,0,0,0,1,0.18126296997070312,2,2,0,0,0,0
000661,0,0,0,0,0,0.01447287570224719,0,0,1,0,1,0
000662,0,0,0,1,0,0.14290901466652198,2,1,0,0,0,0
000663,1,0,0,1,0,0.04236263599488513,0,2,0,0,0,0
000664,0,0,1,0,1,0.042881011962890625,0,2,0,0,0,0
000665,1,0,0,0,0,0.07240341159611993,1,1,0,0,0,0
000666,0,0,0,1,0,0.15853457980685765,2,1,0,0,0,0
000667,0,0,1,0,0,0.012175242106119791,0,1,0,0,1,0
000668,0,0,0,0,0,0.015117353723404255,0,0,1,0,1,0
000669,0,0,0,0,0,0.07193218860053664,1,0,1,0,0,0
000670,1,0,0,0,0,0.09525449840429999,1,1,0,0,0,0
000671,1,1,0,1,1,0.29861064235095935,3,4,0,1,0,0
000672,0,0,0,0,0,0.19459635416666668,2,0,1,0,0,0
000673,1,0,0,1,1,0.06968068867334966,1,3,0,1,0,0
000674,0,0,0,1,0,0.7227325439453125,4,1,0,0,0,1
000675,1,0,0,0,0,0.033971125980001675,0,1,0,0,0,0
000676,0,0,0,1,0,0.26582496357747776,3,1,0,0,0,0
000677,1,0,0,0,0,0.47861653645833335,4,1,0,0,0,0
000678,1,1,0,0,0,0.20880254109700522,2,2,0,0,0,0
000679,1,0,0,1,1,0.06258392333984375,1,3,0,1,0,0
000680,0,0,0,0,0,0.21649901361937918,3,0,1,0,0,0
000681,1,0,0,0,0,0.15647749482808182,2,1,0,0,0,0
000682,1,0,0,0,0,0.10161842756896697,1,1,0,0,0,0
000683,1,0,0,0,0,0.16042643229166667,2,1,0,0,0,0
000684,1,0,1,0,0,0.18069330851236978,2,2,0,0,0,0
000685,1,0,0,0,1,0.6942049662272135,4,2,0,0,0,1
000686,1,0,0,1,0,0.038737825313390914,0,2,0,0,0,0
000687,1,0,0,0,0,0.6861398864036554,4,1,0,0,0,1
000688,0,0,0,0,0,0.23676172892252603,3,0,1,0,0,0
000689,0,0,0,1,0,0.0762774149576823,1,1,0,0,0,0
000690,0,0,0,0,1,0.06863657633463542,1,1,0,0,0,0
000691,1,0,0,0,0,0.14529009126466755,2,1,0,0,0,0
000692,0,0,0,1,0,0.005794547872340425,0,1,0,0,1,0
000693,1,0,0,0,0,0.542547088689944,4,1,0,0,0,1
000694,1,0,0,0,0,0.0708686835106383,1,1,0,0,0,0
000695,1,0,0,0,0,0.041780678113994635,0,1,0,0,0,0
000696,1,0,0,0,0,0.12167075828269676,2,1,0,0,0,0
000697,1,0,0,0,0,0.014839926861702128,0,1,0,0,1,0
000698,1,1,0,0,0,0.056149477769159815,1,2,0,0,0,0
000699,1,0,0,1,0,0.12979666930446085,2,2,0,0,0,0
000700,0,0,0,1,0,0.3946517619680851,4,1,0,0,0,0
000701,1,1,0,0,0,0.2566139786331742,3,2,0,0,0,0
000702,0,0,0,1,0,0.3342908223470052,3,1,0,0,0,0
000703,1,0,0,0,0,0.19438298543294272,2,1,0,0,0,0
000704,1,0,0,0,0,0.609717051188151,4,1,0,0,0,1
000705,1,0,0,1,0,0.38942562796096764,4,2,0,0,0,0
000706,0,0,0,0,1,0.116044921875,2,1,0,0,0,0
000707,1,0,0,1,0,0.5845049437814883,4,2,0,0,0,1
000708,1,0,0,0,0,0.007144972119738387,0,1,0,0,1,0
000709,1,0,0,0,0,0.02840201653530252,0,1,0,0,0,0
000710,1,0,0,0,0,0.08035845511043924,1,1,0,0,0,0
000711,0,0,0,0,0,0.12663607348739925,2,0,1,0,0,0
000712,1,0,0,1,0,0.566934073170936,4,2,0,0,0,1
000713,1,0,0,1,1,0.6324762333664411,4,3,0,1,0,1
000714,0,0,0,0,0,0.11899986439816368,2,0,1,0,0,0
000715,1,0,0,0,0,0.10272786458333333,1,1,0,0,0,0
000716,0,0,0,0,0,0.5772181743436622,4,0,1,0,0,1
000717,1,0,0,1,0,0.03868765782828283,0,2,0,0,0,0
000718,1,0,0,0,0,0.035592447916666665,0,1,0,0,0,0
000719,1,0,0,0,1,0.7340944002665071,4,2,0,0,0,1
000720,1,0,0,0,0,0.03974039734882927,0,1,0,0,0,0
000721,1,1,0,0,0,0.8482803663532824,4,2,0,0,0,1
000722,1,0,0,0,0,0.07618590879354523,1,1,0,0,0,0
000723,1,0,0,0,0,0.22346920437282985,3,1,0,0,0,0
000724,1,0,0,0,1,0.543017578125,4,2,0,0,0,1
000725,0,0,0,0,0,0.2716081838143915,3,0,1,0,0,0
000726,0,0,0,0,1,0.6074409484863281,4,1,0,0,0,1
000727,0,0,0,0,1,0.3760315349921049,3,1,0,0,0,0
000728,1,0,0,1,0,0.4014878043507882,4,2,0,0,0,0
000729,0,0,0,0,0,0.16871006466176922,2,0,1,0,0,0
000730,0,0,0,0,0,0.04300068042896412,0,0,1,0,0,0
000731,0,0,0,0,0,0.029738481704888478,0,0,1,0,0,0
000732,1,0,0,0,1,0.5100511420387087,4,2,0,0,0,1
000733,1,0,0,0,1,0.25033605613481674,3,2,0,0,0,0
000734,0,0,0,1,0,0.033764775359508635,0,1,0,0,0,0
000735,1,0,0,0,0,0.10861002604166667,1,1,0,0,0,0
000736,1,0,0,0,0,0.3547986348470052,3,1,0,0,0,0
000737,1,0,0,0,1,0.06564486468279804,1,2,0,0,0,0
000738,1,0,0,0,0,0.4973262913894804,4,1,0,0,0,0
000739,0,1,0,0,0,0.16099039713541666,2,1,0,0,0,0
000740,0,0,0,0,1,0.04789078549492705,0,1,0,0,0,0
000741,1,0,1,0,1,0.39398924509684247,4,3,0,1,0,0
000742,1,0,0,0,0,0.44766998291015625,4,1,0,0,0,0
000743,1,0,0,0,0,0.9566663106282552,4,1,0,0,0,1
000744,1,0,0,1,1,0.3103692270615053,3,3,0,1,0,0
000745,0,0,0,0,1,0.22359593709309897,3,1,0,0,0,0
000746,0,0,0,0,0,0.41756269666883683,4,0,1,0,0,0
000747,0,0,0,1,0,0.0905010082103588,1,1,0,0,0,0
000748,0,0,0,1,0,0.05856283244680851,1,1,0,0,0,0
000749,0,0,0,0,0,0.00701811835106383,0,0,1,0,1,0
000750,1,0,0,0,0,0.15515137964238343,2,1,0,0,0,0
000751,0,0,0,1,0,0.024633168809305172,0,1,0,0,0,0
000752,1,0,0,0,0,0.21886153627786467,3,1,0,0,0,0
000753,1,0,0,1,0,0.6725552876790365,4,2,0,0,0,1
000754,1,0,0,1,1,0.8342119852701823,4,3,0,1,0,1
000755,0,0,0,0,0,0.1871192530100212,2,0,1,0,0,0
000756,0,0,0,0,0,0.04654070347274712,0,0,1,0,0,0
000757,1,0,0,0,0,0.8445332845052084,4,1,0,0,0,1
000758,1,0,0,0,0,0.04640492021276596,0,1,0,0,0,0
000759,0,0,0,1,0,0.48372802529662084,4,1,0,0,0,0
000760,0,1,0,1,1,0.4135576883951823,4,3,0,1,0,0
000761,0,0,0,0,0,0.05837511660447761,1,0,1,0,0,0
000762,1,1,0,0,0,0.03612034574468085,0,2,0,0,0,0
000763,0,0,0,0,0,0.01284058626033058,0,0,1,0,1,0
000764,1,0,0,0,1,0.10402994791666667,1,2,0,0,0,0
000765,1,1,0,0,0,0.1162401835123698,2,2,0,0,0,0
000766,1,0,0,1,0,0.2144412287959346,2,2,0,0,0,0
000767,0,0,0,1,0,0.04346431902985075,0,1,0,0,0,0
000768,1,0,0,0,0,0.27834849365644154,3,1,0,0,0,0
000769,1,0,0,0,0,0.06432393154816612,1,1,0,0,0,0
000770,1,0,0,0,0,0.1391884132667824,2,1,0,0,0,0
000771,0,0,1,0,1,0.2722532623826723,3,2,0,0,0,0
000772,1,0,0,0,0,0.13838352514888533,2,1,0,0,0,0
000773,1,0,0,1,1,0.1405614217122396,2,3,0,1,0,0
000774,0,0,0,0,0,0.07491829498050478,1,0,1,0,0,0
000775,1,1,0,0,1,0.8717880369958998,4,3,0,1,0,1
000776,0,0,1,0,1,0.18958658854166666,2,2,0,0,0,0
000777,0,0,0,0,0,0.05307995345744681,1,0,1,0,0,0
000778,1,0,0,0,0,0.19550130208333333,2,1,0,0,0,0
000779,1,1,0,0,1,0.6176066656615721,4,3,0,1,0,1
000780,1,0,0,0,1,0.49612130059136283,4,2,0,0,0,0
000781,0,0,0,0,0,0.10687515747039557,1,0,1,0,0,0
000782,1,0,0,0,0,0.4290867169882658,4,1,0,0,0,0
000783,1,0,0,1,0,0.36434313684387054,3,2,0,0,0,0
000784,0,0,0,0,1,0.1420831778923426,2,1,0,0,0,0
000785,0,0,0,0,0,0.16908032343638404,2,0,1,0,0,0
000786,1,0,0,1,0,0.054405751329787234,1,2,0,0,0,0
000787,0,0,0,1,0,0.03569031540148965,0,1,0,0,0,0
000788,1,0,0,1,0,0.10298189748239141,1,2,0,0,0,0
000789,1,0,0,1,0,0.17113713430851063,2,2,0,0,0,0
000790,1,0,0,0,0,0.7279423504727688,4,1,0,0,0,1
000791,1,0,0,0,0,0.22553059895833333,3,1,0,0,0,0
000792,1,0,0,0,0,0.47724363538953996,4,1,0,0,0,0
000793,1,0,0,0,0,0.40206019083658856,4,1,0,0,0,0
000794,1,0,0,0,0,0.2992960611979167,3,1,0,0,0,0
000795,1,0,0,0,1,0.31603834010084925,3,2,0,0,0,0
000796,1,0,1,0,0,0.4914942904557148,4,2,0,0,0,0
000797,1,0,0,0,0,0.041938829787234046,0,1,0,0,0,0
000798,0,0,0,0,1,0.2064666748046875,2,1,0,0,0,0
000799,1,0,0,1,0,0.10375381582729874,1,2,0,0,0,0
000800,1,0,0,0,0,0.23507210060402198,3,1,0,0,0,0
000801,0,0,0,1,0,0.27255051987254736,3,1,0,0,0,0
000802,1,0,0,0,1,0.34545135498046875,3,2,0,0,0,0
000803,1,0,0,1,1,0.0876007080078125,1,3,0,1,0,0
000804,0,0,0,0,0,0.2946763215241609,3,0,1,0,0,0
000805,1,0,0,0,0,0.079833984375,1,1,0,0,0,0
000806,0,0,0,0,0,0.10381344135187826,1,0,1,0,0,0
000807,0,0,0,0,0,0.08198304521276596,1,0,1,0,0,0
000808,1,0,0,0,0,0.3946449913081269,4,1,0,0,0,0
000809,1,0,0,0,0,0.7991569010416667,4,1,0,0,0,1
000810,1,0,0,0,0,0.33345880239777986,3,1,0,0,0,0
000811,0,0,0,1,0,0.3860350267192123,3,1,0,0,0,0
000812,1,0,0,1,0,0.2362187703450521,3,2,0,0,0,0
000813,1,0,0,0,0,0.2055463610931993,2,1,0,0,0,0
000814,1,0,0,0,0,0.026932845744680852,0,1,0,0,0,0
000815,1,0,0,1,0,0.10488707930953414,1,2,0,0,0,0
000816,1,0,0,0,0,0.09141871316618402,1,1,0,0,0,0
000817,1,0,0,0,0,0.26546450014467593,3,1,0,0,0,0
000818,1,0,0,1,0,0.03181748670212766,0,2,0,0,0,0
