image_id,task1_image_path,task1_mask_path,pigment_network_mask,negative_network_mask,streaks_mask,milia_like_cysts_mask,globules_mask
000323,Task1_Segmentation/images/000323.jpg,Task1_Segmentation/masks/000323_segmentation.png,Task2_Attributes/masks/pigment_network/000323_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000323_attribute_negative_network.png,Task2_Attributes/masks/streaks/000323_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000323_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000323_attribute_globules.png
000324,Task1_Segmentation/images/000324.jpg,Task1_Segmentation/masks/000324_segmentation.png,Task2_Attributes/masks/pigment_network/000324_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000324_attribute_negative_network.png,Task2_Attributes/masks/streaks/000324_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000324_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000324_attribute_globules.png
000325,Task1_Segmentation/images/000325.jpg,Task1_Segmentation/masks/000325_segmentation.png,Task2_Attributes/masks/pigment_network/000325_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000325_attribute_negative_network.png,Task2_Attributes/masks/streaks/000325_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000325_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000325_attribute_globules.png
000326,Task1_Segmentation/images/000326.jpg,Task1_Segmentation/masks/000326_segmentation.png,Task2_Attributes/masks/pigment_network/000326_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000326_attribute_negative_network.png,Task2_Attributes/masks/streaks/000326_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000326_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000326_attribute_globules.png
000327,Task1_Segmentation/images/000327.jpg,Task1_Segmentation/masks/000327_segmentation.png,Task2_Attributes/masks/pigment_network/000327_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000327_attribute_negative_network.png,Task2_Attributes/masks/streaks/000327_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000327_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000327_attribute_globules.png
000328,Task1_Segmentation/images/000328.jpg,Task1_Segmentation/masks/000328_segmentation.png,Task2_Attributes/masks/pigment_network/000328_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000328_attribute_negative_network.png,Task2_Attributes/masks/streaks/000328_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000328_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000328_attribute_globules.png
000329,Task1_Segmentation/images/000329.jpg,Task1_Segmentation/masks/000329_segmentation.png,Task2_Attributes/masks/pigment_network/000329_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000329_attribute_negative_network.png,Task2_Attributes/masks/streaks/000329_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000329_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000329_attribute_globules.png
000330,Task1_Segmentation/images/000330.jpg,Task1_Segmentation/masks/000330_segmentation.png,Task2_Attributes/masks/pigment_network/000330_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000330_attribute_negative_network.png,Task2_Attributes/masks/streaks/000330_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000330_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000330_attribute_globules.png
000331,Task1_Segmentation/images/000331.jpg,Task1_Segmentation/masks/000331_segmentation.png,Task2_Attributes/masks/pigment_network/000331_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000331_attribute_negative_network.png,Task2_Attributes/masks/streaks/000331_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000331_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000331_attribute_globules.png
000332,Task1_Segmentation/images/000332.jpg,Task1_Segmentation/masks/000332_segmentation.png,Task2_Attributes/masks/pigment_network/000332_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000332_attribute_negative_network.png,Task2_Attributes/masks/streaks/000332_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000332_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000332_attribute_globules.png
000333,Task1_Segmentation/images/000333.jpg,Task1_Segmentation/masks/000333_segmentation.png,Task2_Attributes/masks/pigment_network/000333_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000333_attribute_negative_network.png,Task2_Attributes/masks/streaks/000333_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000333_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000333_attribute_globules.png
000334,Task1_Segmentation/images/000334.jpg,Task1_Segmentation/masks/000334_segmentation.png,Task2_Attributes/masks/pigment_network/000334_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000334_attribute_negative_network.png,Task2_Attributes/masks/streaks/000334_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000334_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000334_attribute_globules.png
000335,Task1_Segmentation/images/000335.jpg,Task1_Segmentation/masks/000335_segmentation.png,Task2_Attributes/masks/pigment_network/000335_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000335_attribute_negative_network.png,Task2_Attributes/masks/streaks/000335_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000335_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000335_attribute_globules.png
000336,Task1_Segmentation/images/000336.jpg,Task1_Segmentation/masks/000336_segmentation.png,Task2_Attributes/masks/pigment_network/000336_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000336_attribute_negative_network.png,Task2_Attributes/masks/streaks/000336_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000336_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000336_attribute_globules.png
000337,Task1_Segmentation/images/000337.jpg,Task1_Segmentation/masks/000337_segmentation.png,Task2_Attributes/masks/pigment_network/000337_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000337_attribute_negative_network.png,Task2_Attributes/masks/streaks/000337_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000337_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000337_attribute_globules.png
000338,Task1_Segmentation/images/000338.jpg,Task1_Segmentation/masks/000338_segmentation.png,Task2_Attributes/masks/pigment_network/000338_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000338_attribute_negative_network.png,Task2_Attributes/masks/streaks/000338_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000338_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000338_attribute_globules.png
000339,Task1_Segmentation/images/000339.jpg,Task1_Segmentation/masks/000339_segmentation.png,Task2_Attributes/masks/pigment_network/000339_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000339_attribute_negative_network.png,Task2_Attributes/masks/streaks/000339_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000339_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000339_attribute_globules.png
000340,Task1_Segmentation/images/000340.jpg,Task1_Segmentation/masks/000340_segmentation.png,Task2_Attributes/masks/pigment_network/000340_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000340_attribute_negative_network.png,Task2_Attributes/masks/streaks/000340_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000340_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000340_attribute_globules.png
000341,Task1_Segmentation/images/000341.jpg,Task1_Segmentation/masks/000341_segmentation.png,Task2_Attributes/masks/pigment_network/000341_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000341_attribute_negative_network.png,Task2_Attributes/masks/streaks/000341_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000341_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000341_attribute_globules.png
000342,Task1_Segmentation/images/000342.jpg,Task1_Segmentation/masks/000342_segmentation.png,Task2_Attributes/masks/pigment_network/000342_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000342_attribute_negative_network.png,Task2_Attributes/masks/streaks/000342_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000342_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000342_attribute_globules.png
000343,Task1_Segmentation/images/000343.jpg,Task1_Segmentation/masks/000343_segmentation.png,Task2_Attributes/masks/pigment_network/000343_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000343_attribute_negative_network.png,Task2_Attributes/masks/streaks/000343_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000343_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000343_attribute_globules.png
000344,Task1_Segmentation/images/000344.jpg,Task1_Segmentation/masks/000344_segmentation.png,Task2_Attributes/masks/pigment_network/000344_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000344_attribute_negative_network.png,Task2_Attributes/masks/streaks/000344_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000344_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000344_attribute_globules.png
000345,Task1_Segmentation/images/000345.jpg,Task1_Segmentation/masks/000345_segmentation.png,Task2_Attributes/masks/pigment_network/000345_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000345_attribute_negative_network.png,Task2_Attributes/masks/streaks/000345_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000345_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000345_attribute_globules.png
000346,Task1_Segmentation/images/000346.jpg,Task1_Segmentation/masks/000346_segmentation.png,Task2_Attributes/masks/pigment_network/000346_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000346_attribute_negative_network.png,Task2_Attributes/masks/streaks/000346_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000346_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000346_attribute_globules.png
000347,Task1_Segmentation/images/000347.jpg,Task1_Segmentation/masks/000347_segmentation.png,Task2_Attributes/masks/pigment_network/000347_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000347_attribute_negative_network.png,Task2_Attributes/masks/streaks/000347_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000347_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000347_attribute_globules.png
000348,Task1_Segmentation/images/000348.jpg,Task1_Segmentation/masks/000348_segmentation.png,Task2_Attributes/masks/pigment_network/000348_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000348_attribute_negative_network.png,Task2_Attributes/masks/streaks/000348_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000348_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000348_attribute_globules.png
000349,Task1_Segmentation/images/000349.jpg,Task1_Segmentation/masks/000349_segmentation.png,Task2_Attributes/masks/pigment_network/000349_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000349_attribute_negative_network.png,Task2_Attributes/masks/streaks/000349_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000349_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000349_attribute_globules.png
000350,Task1_Segmentation/images/000350.jpg,Task1_Segmentation/masks/000350_segmentation.png,Task2_Attributes/masks/pigment_network/000350_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000350_attribute_negative_network.png,Task2_Attributes/masks/streaks/000350_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000350_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000350_attribute_globules.png
000351,Task1_Segmentation/images/000351.jpg,Task1_Segmentation/masks/000351_segmentation.png,Task2_Attributes/masks/pigment_network/000351_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000351_attribute_negative_network.png,Task2_Attributes/masks/streaks/000351_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000351_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000351_attribute_globules.png
000352,Task1_Segmentation/images/000352.jpg,Task1_Segmentation/masks/000352_segmentation.png,Task2_Attributes/masks/pigment_network/000352_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000352_attribute_negative_network.png,Task2_Attributes/masks/streaks/000352_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000352_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000352_attribute_globules.png
000353,Task1_Segmentation/images/000353.jpg,Task1_Segmentation/masks/000353_segmentation.png,Task2_Attributes/masks/pigment_network/000353_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000353_attribute_negative_network.png,Task2_Attributes/masks/streaks/000353_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000353_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000353_attribute_globules.png
000354,Task1_Segmentation/images/000354.jpg,Task1_Segmentation/masks/000354_segmentation.png,Task2_Attributes/masks/pigment_network/000354_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000354_attribute_negative_network.png,Task2_Attributes/masks/streaks/000354_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000354_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000354_attribute_globules.png
000355,Task1_Segmentation/images/000355.jpg,Task1_Segmentation/masks/000355_segmentation.png,Task2_Attributes/masks/pigment_network/000355_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000355_attribute_negative_network.png,Task2_Attributes/masks/streaks/000355_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000355_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000355_attribute_globules.png
000356,Task1_Segmentation/images/000356.jpg,Task1_Segmentation/masks/000356_segmentation.png,Task2_Attributes/masks/pigment_network/000356_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000356_attribute_negative_network.png,Task2_Attributes/masks/streaks/000356_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000356_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000356_attribute_globules.png
000357,Task1_Segmentation/images/000357.jpg,Task1_Segmentation/masks/000357_segmentation.png,Task2_Attributes/masks/pigment_network/000357_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000357_attribute_negative_network.png,Task2_Attributes/masks/streaks/000357_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000357_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000357_attribute_globules.png
000358,Task1_Segmentation/images/000358.jpg,Task1_Segmentation/masks/000358_segmentation.png,Task2_Attributes/masks/pigment_network/000358_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000358_attribute_negative_network.png,Task2_Attributes/masks/streaks/000358_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000358_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000358_attribute_globules.png
000359,Task1_Segmentation/images/000359.jpg,Task1_Segmentation/masks/000359_segmentation.png,Task2_Attributes/masks/pigment_network/000359_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000359_attribute_negative_network.png,Task2_Attributes/masks/streaks/000359_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000359_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000359_attribute_globules.png
000360,Task1_Segmentation/images/000360.jpg,Task1_Segmentation/masks/000360_segmentation.png,Task2_Attributes/masks/pigment_network/000360_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000360_attribute_negative_network.png,Task2_Attributes/masks/streaks/000360_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000360_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000360_attribute_globules.png
000361,Task1_Segmentation/images/000361.jpg,Task1_Segmentation/masks/000361_segmentation.png,Task2_Attributes/masks/pigment_network/000361_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000361_attribute_negative_network.png,Task2_Attributes/masks/streaks/000361_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000361_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000361_attribute_globules.png
000362,Task1_Segmentation/images/000362.jpg,Task1_Segmentation/masks/000362_segmentation.png,Task2_Attributes/masks/pigment_network/000362_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000362_attribute_negative_network.png,Task2_Attributes/masks/streaks/000362_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000362_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000362_attribute_globules.png
000363,Task1_Segmentation/images/000363.jpg,Task1_Segmentation/masks/000363_segmentation.png,Task2_Attributes/masks/pigment_network/000363_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000363_attribute_negative_network.png,Task2_Attributes/masks/streaks/000363_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000363_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000363_attribute_globules.png
000364,Task1_Segmentation/images/000364.jpg,Task1_Segmentation/masks/000364_segmentation.png,Task2_Attributes/masks/pigment_network/000364_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000364_attribute_negative_network.png,Task2_Attributes/masks/streaks/000364_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000364_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000364_attribute_globules.png
000365,Task1_Segmentation/images/000365.jpg,Task1_Segmentation/masks/000365_segmentation.png,Task2_Attributes/masks/pigment_network/000365_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000365_attribute_negative_network.png,Task2_Attributes/masks/streaks/000365_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000365_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000365_attribute_globules.png
000366,Task1_Segmentation/images/000366.jpg,Task1_Segmentation/masks/000366_segmentation.png,Task2_Attributes/masks/pigment_network/000366_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000366_attribute_negative_network.png,Task2_Attributes/masks/streaks/000366_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000366_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000366_attribute_globules.png
000367,Task1_Segmentation/images/000367.jpg,Task1_Segmentation/masks/000367_segmentation.png,Task2_Attributes/masks/pigment_network/000367_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000367_attribute_negative_network.png,Task2_Attributes/masks/streaks/000367_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000367_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000367_attribute_globules.png
000368,Task1_Segmentation/images/000368.jpg,Task1_Segmentation/masks/000368_segmentation.png,Task2_Attributes/masks/pigment_network/000368_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000368_attribute_negative_network.png,Task2_Attributes/masks/streaks/000368_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000368_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000368_attribute_globules.png
000369,Task1_Segmentation/images/000369.jpg,Task1_Segmentation/masks/000369_segmentation.png,Task2_Attributes/masks/pigment_network/000369_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000369_attribute_negative_network.png,Task2_Attributes/masks/streaks/000369_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000369_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000369_attribute_globules.png
000370,Task1_Segmentation/images/000370.jpg,Task1_Segmentation/masks/000370_segmentation.png,Task2_Attributes/masks/pigment_network/000370_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000370_attribute_negative_network.png,Task2_Attributes/masks/streaks/000370_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000370_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000370_attribute_globules.png
000371,Task1_Segmentation/images/000371.jpg,Task1_Segmentation/masks/000371_segmentation.png,Task2_Attributes/masks/pigment_network/000371_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000371_attribute_negative_network.png,Task2_Attributes/masks/streaks/000371_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000371_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000371_attribute_globules.png
000372,Task1_Segmentation/images/000372.jpg,Task1_Segmentation/masks/000372_segmentation.png,Task2_Attributes/masks/pigment_network/000372_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000372_attribute_negative_network.png,Task2_Attributes/masks/streaks/000372_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000372_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000372_attribute_globules.png
000373,Task1_Segmentation/images/000373.jpg,Task1_Segmentation/masks/000373_segmentation.png,Task2_Attributes/masks/pigment_network/000373_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000373_attribute_negative_network.png,Task2_Attributes/masks/streaks/000373_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000373_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000373_attribute_globules.png
000374,Task1_Segmentation/images/000374.jpg,Task1_Segmentation/masks/000374_segmentation.png,Task2_Attributes/masks/pigment_network/000374_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000374_attribute_negative_network.png,Task2_Attributes/masks/streaks/000374_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000374_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000374_attribute_globules.png
000375,Task1_Segmentation/images/000375.jpg,Task1_Segmentation/masks/000375_segmentation.png,Task2_Attributes/masks/pigment_network/000375_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000375_attribute_negative_network.png,Task2_Attributes/masks/streaks/000375_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000375_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000375_attribute_globules.png
000376,Task1_Segmentation/images/000376.jpg,Task1_Segmentation/masks/000376_segmentation.png,Task2_Attributes/masks/pigment_network/000376_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000376_attribute_negative_network.png,Task2_Attributes/masks/streaks/000376_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000376_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000376_attribute_globules.png
000377,Task1_Segmentation/images/000377.jpg,Task1_Segmentation/masks/000377_segmentation.png,Task2_Attributes/masks/pigment_network/000377_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000377_attribute_negative_network.png,Task2_Attributes/masks/streaks/000377_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000377_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000377_attribute_globules.png
000378,Task1_Segmentation/images/000378.jpg,Task1_Segmentation/masks/000378_segmentation.png,Task2_Attributes/masks/pigment_network/000378_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000378_attribute_negative_network.png,Task2_Attributes/masks/streaks/000378_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000378_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000378_attribute_globules.png
000379,Task1_Segmentation/images/000379.jpg,Task1_Segmentation/masks/000379_segmentation.png,Task2_Attributes/masks/pigment_network/000379_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000379_attribute_negative_network.png,Task2_Attributes/masks/streaks/000379_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000379_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000379_attribute_globules.png
000380,Task1_Segmentation/images/000380.jpg,Task1_Segmentation/masks/000380_segmentation.png,Task2_Attributes/masks/pigment_network/000380_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000380_attribute_negative_network.png,Task2_Attributes/masks/streaks/000380_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000380_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000380_attribute_globules.png
000381,Task1_Segmentation/images/000381.jpg,Task1_Segmentation/masks/000381_segmentation.png,Task2_Attributes/masks/pigment_network/000381_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000381_attribute_negative_network.png,Task2_Attributes/masks/streaks/000381_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000381_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000381_attribute_globules.png
000382,Task1_Segmentation/images/000382.jpg,Task1_Segmentation/masks/000382_segmentation.png,Task2_Attributes/masks/pigment_network/000382_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000382_attribute_negative_network.png,Task2_Attributes/masks/streaks/000382_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000382_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000382_attribute_globules.png
000383,Task1_Segmentation/images/000383.jpg,Task1_Segmentation/masks/000383_segmentation.png,Task2_Attributes/masks/pigment_network/000383_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000383_attribute_negative_network.png,Task2_Attributes/masks/streaks/000383_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000383_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000383_attribute_globules.png
000384,Task1_Segmentation/images/000384.jpg,Task1_Segmentation/masks/000384_segmentation.png,Task2_Attributes/masks/pigment_network/000384_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000384_attribute_negative_network.png,Task2_Attributes/masks/streaks/000384_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000384_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000384_attribute_globules.png
000385,Task1_Segmentation/images/000385.jpg,Task1_Segmentation/masks/000385_segmentation.png,Task2_Attributes/masks/pigment_network/000385_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000385_attribute_negative_network.png,Task2_Attributes/masks/streaks/000385_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000385_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000385_attribute_globules.png
000386,Task1_Segmentation/images/000386.jpg,Task1_Segmentation/masks/000386_segmentation.png,Task2_Attributes/masks/pigment_network/000386_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000386_attribute_negative_network.png,Task2_Attributes/masks/streaks/000386_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000386_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000386_attribute_globules.png
000387,Task1_Segmentation/images/000387.jpg,Task1_Segmentation/masks/000387_segmentation.png,Task2_Attributes/masks/pigment_network/000387_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000387_attribute_negative_network.png,Task2_Attributes/masks/streaks/000387_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000387_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000387_attribute_globules.png
000388,Task1_Segmentation/images/000388.jpg,Task1_Segmentation/masks/000388_segmentation.png,Task2_Attributes/masks/pigment_network/000388_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000388_attribute_negative_network.png,Task2_Attributes/masks/streaks/000388_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000388_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000388_attribute_globules.png
000389,Task1_Segmentation/images/000389.jpg,Task1_Segmentation/masks/000389_segmentation.png,Task2_Attributes/masks/pigment_network/000389_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000389_attribute_negative_network.png,Task2_Attributes/masks/streaks/000389_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000389_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000389_attribute_globules.png
000390,Task1_Segmentation/images/000390.jpg,Task1_Segmentation/masks/000390_segmentation.png,Task2_Attributes/masks/pigment_network/000390_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/000390_attribute_negative_network.png,Task2_Attributes/masks/streaks/000390_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/000390_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/000390_attribute_globules.png
